t,consumer_id,energy_before,energy_after,position_consumer,resource_id,energy_resource,position_resource,bite_size,team_capture,predator_list
364,type_1_prey_78,1.5600000000000451,1.6000000000000452,"7,8",grass_88,0.04,"7,8",0.04,,
365,type_1_prey_78,1.5500000000000451,1.5900000000000452,"7,8",grass_88,0.04,"7,8",0.04,,
394,type_1_prey_78,0.1400000000000443,0.3400000000000443,"12,9",grass_87,0.2,"12,9",0.2,,
98,type_1_prey_79,2.3500000000000023,2.5500000000000025,"3,21",grass_51,0.2,"3,21",0.2,,
99,type_1_prey_79,2.5000000000000027,2.5400000000000027,"3,21",grass_51,0.04,"3,21",0.04,,
103,type_1_prey_79,2.3400000000000034,2.5000000000000036,"3,21",grass_51,0.16,"3,21",0.16,,
107,type_1_prey_79,2.3000000000000043,2.620000000000004,"2,22",grass_5,0.32,"2,22",0.32,,
108,type_1_prey_79,2.5700000000000043,2.6100000000000043,"2,22",grass_5,0.04,"2,22",0.04,,
110,type_1_prey_79,2.5100000000000047,2.630000000000005,"3,21",grass_51,0.12,"3,21",0.12,,
112,type_1_prey_79,2.530000000000005,2.610000000000005,"3,21",grass_51,0.08,"3,21",0.08,,
116,type_1_prey_79,2.410000000000006,2.530000000000006,"6,21",grass_11,0.12,"6,21",0.12,,
119,type_1_prey_79,2.3800000000000066,2.5000000000000067,"6,21",grass_11,0.12,"6,21",0.12,,
121,type_1_prey_79,2.400000000000007,2.6400000000000072,"7,22",grass_19,0.24000000000000002,"7,22",0.24000000000000002,,
128,type_1_prey_79,2.2900000000000085,3.210000000000009,"11,18",grass_60,0.9200000000000003,"11,18",0.9200000000000003,,
90,type_1_prey_81,2.8500000000000005,4.8500000000000005,"0,10",grass_73,2.0,"0,10",2.0,,
91,type_1_prey_81,4.800000000000001,6.800000000000001,"0,9",grass_67,2.0,"0,9",2.0,,
92,type_1_prey_81,3.750000000000001,5.750000000000001,"0,8",grass_69,2.0,"0,8",2.0,,
95,type_1_prey_81,5.600000000000001,7.600000000000001,"1,5",grass_84,2.0,"1,5",2.0,,
96,type_1_prey_81,4.550000000000002,4.590000000000002,"1,5",grass_84,0.04,"1,5",0.04,,
101,type_1_prey_81,4.3400000000000025,6.3400000000000025,"0,0",grass_31,2.0,"0,0",2.0,,
102,type_1_prey_81,3.2900000000000027,3.3300000000000027,"0,0",grass_31,0.04,"0,0",0.04,,
103,type_1_prey_81,3.280000000000003,3.320000000000003,"0,0",grass_31,0.04,"0,0",0.04,,
105,type_1_prey_81,3.2200000000000033,3.3000000000000034,"0,0",grass_31,0.08,"0,0",0.08,,
106,type_1_prey_81,3.2500000000000036,3.2900000000000036,"0,0",grass_31,0.04,"0,0",0.04,,
107,type_1_prey_81,3.2400000000000038,3.280000000000004,"0,0",grass_31,0.04,"0,0",0.04,,
108,type_1_prey_81,3.230000000000004,3.270000000000004,"0,0",grass_31,0.04,"0,0",0.04,,
110,type_1_prey_81,3.1700000000000044,3.2500000000000044,"0,0",grass_31,0.08,"0,0",0.08,,
111,type_1_prey_81,3.2000000000000046,3.3600000000000048,"1,0",grass_71,0.16,"1,0",0.16,,
112,type_1_prey_81,3.310000000000005,3.350000000000005,"1,0",grass_71,0.04,"1,0",0.04,,
115,type_1_prey_81,3.2000000000000055,3.3200000000000056,"1,0",grass_71,0.12,"1,0",0.12,,
121,type_1_prey_81,3.0200000000000067,3.260000000000007,"1,0",grass_71,0.24000000000000002,"1,0",0.24000000000000002,,
123,type_1_prey_81,3.1600000000000072,3.2400000000000073,"0,0",grass_31,0.08,"0,0",0.08,,
124,type_1_prey_81,3.1900000000000075,3.2300000000000075,"0,0",grass_31,0.04,"0,0",0.04,,
125,type_1_prey_81,3.1800000000000077,3.2200000000000077,"0,0",grass_31,0.04,"0,0",0.04,,
126,type_1_prey_81,3.170000000000008,3.210000000000008,"0,0",grass_31,0.04,"0,0",0.04,,
127,type_1_prey_81,3.160000000000008,3.200000000000008,"0,0",grass_31,0.04,"0,0",0.04,,
128,type_1_prey_81,3.1500000000000083,3.1900000000000084,"0,0",grass_31,0.04,"0,0",0.04,,
129,type_1_prey_81,3.1400000000000086,3.1800000000000086,"0,0",grass_31,0.04,"0,0",0.04,,
135,type_1_prey_81,2.8800000000000097,3.12000000000001,"0,0",grass_31,0.24000000000000002,"0,0",0.24000000000000002,,
136,type_1_prey_81,3.07000000000001,3.2700000000000102,"1,0",grass_71,0.2,"1,0",0.2,,
142,type_1_prey_81,2.9700000000000113,3.370000000000011,"1,5",grass_84,0.39999999999999997,"1,5",0.39999999999999997,,
163,type_1_prey_81,2.320000000000015,3.1600000000000152,"1,5",grass_84,0.8400000000000002,"1,5",0.8400000000000002,,
166,type_1_prey_81,3.0100000000000158,3.730000000000016,"3,8",grass_23,0.7200000000000001,"3,8",0.7200000000000001,,
168,type_1_prey_81,3.6300000000000163,3.7100000000000164,"3,8",grass_23,0.08,"3,8",0.08,,
171,type_1_prey_81,3.560000000000017,4.360000000000017,"0,9",grass_67,0.8000000000000002,"0,9",0.8000000000000002,,
172,type_1_prey_81,4.310000000000017,5.190000000000017,"0,8",grass_69,0.8800000000000002,"0,8",0.8800000000000002,,
174,type_1_prey_81,5.090000000000018,6.050000000000018,"2,8",grass_37,0.9600000000000003,"2,8",0.9600000000000003,,
176,type_1_prey_81,2.950000000000018,3.9100000000000183,"0,10",grass_73,0.9600000000000003,"0,10",0.9600000000000003,,
179,type_1_prey_81,3.7600000000000193,5.20000000000002,"3,13",grass_59,1.4400000000000006,"3,13",1.4400000000000006,,
180,type_1_prey_81,5.15000000000002,6.47000000000002,"2,14",grass_97,1.3200000000000005,"2,14",1.3200000000000005,,
182,type_1_prey_81,3.3700000000000205,4.930000000000021,"4,16",grass_75,1.5600000000000007,"4,16",1.5600000000000007,,
183,type_1_prey_81,4.880000000000021,6.360000000000022,"4,15",grass_3,1.4800000000000006,"4,15",1.4800000000000006,,
184,type_1_prey_81,3.310000000000022,3.390000000000022,"4,16",grass_75,0.08,"4,16",0.08,,
94,type_1_prey_83,2.6500000000000012,2.7700000000000014,"1,24",grass_14,0.12,"1,24",0.12,,
96,type_1_prey_83,2.6700000000000017,2.7500000000000018,"1,24",grass_14,0.08,"1,24",0.08,,
98,type_1_prey_83,2.650000000000002,2.8900000000000023,"2,22",grass_5,0.24000000000000002,"2,22",0.24000000000000002,,
99,type_1_prey_83,2.8400000000000025,2.8800000000000026,"2,22",grass_5,0.04,"2,22",0.04,,
101,type_1_prey_83,2.780000000000003,2.980000000000003,"1,24",grass_14,0.2,"1,24",0.2,,
102,type_1_prey_83,2.9300000000000033,3.2100000000000035,"0,23",grass_89,0.28,"0,23",0.28,,
104,type_1_prey_83,3.110000000000004,3.190000000000004,"0,23",grass_89,0.08,"0,23",0.08,,
113,type_1_prey_83,2.7400000000000055,3.2200000000000055,"1,24",grass_14,0.4799999999999999,"1,24",0.4799999999999999,,
119,type_1_prey_83,2.920000000000006,3.2000000000000064,"0,21",grass_77,0.28,"0,21",0.28,,
132,type_1_prey_83,2.5500000000000087,2.9900000000000087,"3,21",grass_51,0.43999999999999995,"3,21",0.43999999999999995,,
138,type_1_prey_83,2.6900000000000097,3.57000000000001,"9,24",grass_86,0.8800000000000002,"9,24",0.8800000000000002,,
139,type_1_prey_83,3.5200000000000102,3.5600000000000103,"9,24",grass_86,0.04,"9,24",0.04,,
142,type_1_prey_83,3.4100000000000104,4.0500000000000105,"9,21",grass_32,0.64,"9,21",0.64,,
145,type_1_prey_83,3.9000000000000106,4.580000000000011,"11,18",grass_60,0.68,"11,18",0.68,,
146,type_1_prey_83,4.530000000000011,4.570000000000011,"11,18",grass_60,0.04,"11,18",0.04,,
147,type_1_prey_83,4.520000000000011,4.560000000000011,"11,18",grass_60,0.04,"11,18",0.04,,
148,type_1_prey_83,4.510000000000011,4.550000000000011,"11,18",grass_60,0.04,"11,18",0.04,,
149,type_1_prey_83,4.5000000000000115,4.540000000000012,"11,18",grass_60,0.04,"11,18",0.04,,
150,type_1_prey_83,4.490000000000012,4.530000000000012,"11,18",grass_60,0.04,"11,18",0.04,,
151,type_1_prey_83,4.480000000000012,4.520000000000012,"11,18",grass_60,0.04,"11,18",0.04,,
154,type_1_prey_83,4.3700000000000125,5.050000000000012,"13,21",grass_99,0.68,"13,21",0.68,,
163,type_1_prey_83,4.600000000000014,5.440000000000014,"9,21",grass_32,0.8400000000000002,"9,21",0.8400000000000002,,
165,type_1_prey_83,5.340000000000014,6.020000000000014,"7,21",grass_90,0.68,"7,21",0.68,,
167,type_1_prey_83,2.920000000000014,3.8400000000000145,"6,19",grass_92,0.9200000000000003,"6,19",0.9200000000000003,,
91,type_1_prey_84,2.8500000000000005,2.8900000000000006,"24,3",grass_85,0.04,"24,3",0.04,,
90,type_1_prey_85,2.9000000000000004,3.0200000000000005,"1,24",grass_14,0.12,"1,24",0.12,,
91,type_1_prey_85,2.9700000000000006,3.0100000000000007,"1,24",grass_14,0.04,"1,24",0.04,,
108,type_1_prey_85,2.1600000000000037,2.360000000000004,"4,18",grass_65,0.2,"4,18",0.2,,
113,type_1_prey_85,2.1100000000000048,2.630000000000005,"6,21",grass_11,0.5199999999999999,"6,21",0.5199999999999999,,
116,type_1_prey_85,2.4800000000000053,2.9200000000000053,"6,19",grass_92,0.43999999999999995,"6,19",0.43999999999999995,,
117,type_1_prey_85,2.8700000000000054,2.9100000000000055,"6,19",grass_92,0.04,"6,19",0.04,,
121,type_1_prey_85,2.710000000000006,2.8300000000000063,"3,21",grass_51,0.12,"3,21",0.12,,
91,type_1_prey_86,2.8500000000000005,4.8500000000000005,"12,3",grass_96,2.0,"12,3",2.0,,
92,type_1_prey_86,4.800000000000001,6.800000000000001,"11,2",grass_27,2.0,"11,2",2.0,,
93,type_1_prey_86,3.750000000000001,3.790000000000001,"11,2",grass_27,0.04,"11,2",0.04,,
99,type_1_prey_86,3.490000000000002,3.690000000000002,"9,4",grass_94,0.2,"9,4",0.2,,
104,type_1_prey_86,3.440000000000003,3.6400000000000032,"9,4",grass_94,0.2,"9,4",0.2,,
108,type_1_prey_86,3.440000000000004,3.760000000000004,"12,2",grass_61,0.32,"12,2",0.32,,
109,type_1_prey_86,3.710000000000004,3.750000000000004,"12,3",grass_96,0.04,"12,3",0.04,,
110,type_1_prey_86,3.700000000000004,3.740000000000004,"11,2",grass_27,0.04,"11,2",0.04,,
112,type_1_prey_86,3.6400000000000046,4.0800000000000045,"9,0",grass_26,0.43999999999999995,"9,0",0.43999999999999995,,
90,type_1_prey_87,2.9000000000000004,3.1000000000000005,"4,15",grass_3,0.2,"4,15",0.2,,
102,type_1_prey_87,2.5000000000000027,3.0600000000000027,"3,18",grass_15,0.5599999999999999,"3,18",0.5599999999999999,,
113,type_1_prey_87,2.5100000000000047,2.8300000000000045,"2,14",grass_97,0.32,"2,14",0.32,,
115,type_1_prey_87,2.730000000000005,2.810000000000005,"2,14",grass_97,0.08,"2,14",0.08,,
117,type_1_prey_87,2.7100000000000053,3.070000000000005,"4,15",grass_3,0.36,"4,15",0.36,,
119,type_1_prey_87,2.9700000000000055,3.0500000000000056,"4,15",grass_3,0.08,"4,15",0.08,,
121,type_1_prey_87,2.950000000000006,3.7900000000000063,"2,13",grass_21,0.8400000000000002,"2,13",0.8400000000000002,,
122,type_1_prey_87,3.7400000000000064,4.020000000000007,"2,14",grass_97,0.28,"2,14",0.28,,
123,type_1_prey_87,3.9700000000000064,4.730000000000007,"3,13",grass_59,0.7600000000000001,"3,13",0.7600000000000001,,
124,type_1_prey_87,4.680000000000007,4.760000000000007,"2,14",grass_97,0.08,"2,14",0.08,,
130,type_1_prey_87,4.460000000000008,5.020000000000008,"3,18",grass_15,0.5599999999999999,"3,18",0.5599999999999999,,
132,type_1_prey_87,4.920000000000009,5.360000000000008,"4,18",grass_65,0.43999999999999995,"4,18",0.43999999999999995,,
134,type_1_prey_87,5.260000000000009,5.580000000000009,"4,16",grass_75,0.32,"4,16",0.32,,
136,type_1_prey_87,5.480000000000009,5.6400000000000095,"4,18",grass_65,0.16,"4,18",0.16,,
139,type_1_prey_87,5.49000000000001,5.57000000000001,"4,18",grass_65,0.08,"4,18",0.08,,
141,type_1_prey_87,5.47000000000001,5.710000000000011,"3,18",grass_15,0.24000000000000002,"3,18",0.24000000000000002,,
144,type_1_prey_87,5.560000000000011,5.840000000000011,"6,19",grass_92,0.28,"6,19",0.28,,
148,type_1_prey_87,5.640000000000012,6.000000000000012,"7,21",grass_90,0.36,"7,21",0.36,,
91,type_1_prey_88,2.9000000000000004,3.3000000000000003,"18,23",grass_91,0.39999999999999997,"18,23",0.39999999999999997,,
93,type_1_prey_88,3.2000000000000006,3.6000000000000005,"16,23",grass_52,0.39999999999999997,"16,23",0.39999999999999997,,
94,type_1_prey_88,3.5500000000000007,3.9500000000000006,"16,24",grass_54,0.39999999999999997,"16,24",0.39999999999999997,,
97,type_1_prey_88,3.8000000000000007,4.040000000000001,"17,21",grass_25,0.24000000000000002,"17,21",0.24000000000000002,,
99,type_1_prey_88,3.9400000000000013,4.1800000000000015,"16,23",grass_52,0.24000000000000002,"16,23",0.24000000000000002,,
101,type_1_prey_88,4.080000000000002,4.960000000000002,"18,21",grass_7,0.8800000000000002,"18,21",0.8800000000000002,,
103,type_1_prey_88,4.860000000000002,5.340000000000002,"18,23",grass_91,0.4799999999999999,"18,23",0.4799999999999999,,
105,type_1_prey_88,5.240000000000002,5.960000000000002,"19,23",grass_49,0.7200000000000001,"19,23",0.7200000000000001,,
108,type_1_prey_88,5.810000000000002,6.370000000000002,"16,24",grass_54,0.5599999999999999,"16,24",0.5599999999999999,,
111,type_1_prey_88,3.2200000000000024,3.7000000000000024,"16,23",grass_52,0.4799999999999999,"16,23",0.4799999999999999,,
97,type_1_predator_33,3.599999999999999,4.407679640101227,"19,2",type_1_prey_84,2.5900000000000016,"20,1",0.8076796401012278,True,type_1_predator_0|type_1_predator_33
98,type_1_predator_33,4.207679640101226,7.297679640101228,"19,1",type_1_prey_89,3.090000000000001,"20,0",3.090000000000001,False,type_1_predator_33
100,type_1_predator_33,6.897679640101227,10.77767964010123,"17,1",type_1_prey_76,3.880000000000003,"17,0",3.880000000000003,False,type_1_predator_33
105,type_1_predator_33,9.777679640101233,13.427679640101234,"20,1",type_1_prey_104,3.650000000000001,"19,2",3.650000000000001,False,type_1_predator_33
110,type_1_predator_33,7.427679640101235,10.377679640101235,"19,3",type_1_prey_109,2.95,"18,3",2.95,False,type_1_predator_33
135,type_1_predator_33,5.37767964010124,8.27767964010124,"22,3",type_1_prey_117,2.9000000000000004,"23,4",2.9000000000000004,False,type_1_predator_33
139,type_1_predator_33,7.477679640101241,10.827679640101252,"23,4",type_1_prey_70,3.350000000000011,"23,5",3.350000000000011,False,type_1_predator_33
142,type_1_predator_33,10.227679640101254,13.077679640101255,"21,4",type_1_prey_119,2.8500000000000005,"20,3",2.8500000000000005,False,type_1_predator_33
144,type_1_predator_33,7.677679640101255,11.041989320314098,"21,2",type_1_prey_116,5.3800000000000034,"20,1",3.3643096802128425,True,type_1_predator_33|type_1_predator_40
145,type_1_predator_33,10.841989320314099,12.877491550648214,"21,1",type_1_prey_103,3.240000000000008,"20,1",2.0355022303341155,True,type_1_predator_33|type_1_predator_40
146,type_1_predator_33,7.677491550648214,10.617491550648214,"22,0",type_1_prey_126,2.9400000000000004,"23,0",2.9400000000000004,False,type_1_predator_33
147,type_1_predator_33,10.417491550648215,13.887491550648217,"23,1",type_1_prey_118,3.4700000000000033,"24,0",3.4700000000000033,False,type_1_predator_33
189,type_1_predator_33,0.48749155064821525,0.8467962753008156,"20,2",type_1_prey_145,4.730000000000004,"20,3",0.3593047246526003,True,type_1_predator_33|type_1_predator_35
193,type_1_predator_33,0.04679627530081559,0.05520587029815914,"21,1",type_1_prey_153,3.160000000000003,"22,1",0.008409594997343546,True,type_1_predator_33|type_1_predator_35|type_1_predator_42
93,type_1_prey_89,2.9000000000000004,3.3400000000000003,"19,4",grass_1,0.43999999999999995,"19,4",0.43999999999999995,,
93,type_1_prey_90,2.9000000000000004,4.9,"2,8",grass_37,2.0,"2,8",2.0,,
95,type_1_prey_90,4.800000000000001,6.800000000000001,"3,6",grass_76,2.0,"3,6",2.0,,
97,type_1_prey_90,3.700000000000001,5.700000000000001,"5,5",grass_44,2.0,"5,5",2.0,,
139,type_1_prey_90,3.6000000000000085,4.6000000000000085,"5,8",grass_13,1.0000000000000002,"5,8",1.0000000000000002,,
140,type_1_prey_90,4.550000000000009,4.910000000000009,"4,9",grass_12,0.36,"4,9",0.36,,
141,type_1_prey_90,4.860000000000009,5.2200000000000095,"3,8",grass_23,0.36,"3,8",0.36,,
142,type_1_prey_90,5.17000000000001,5.25000000000001,"4,9",grass_12,0.08,"4,9",0.08,,
143,type_1_prey_90,5.20000000000001,5.36000000000001,"5,8",grass_13,0.16,"5,8",0.16,,
144,type_1_prey_90,5.31000000000001,5.35000000000001,"5,8",grass_13,0.04,"5,8",0.04,,
145,type_1_prey_90,5.3000000000000105,5.3400000000000105,"5,8",grass_13,0.04,"5,8",0.04,,
146,type_1_prey_90,5.290000000000011,5.330000000000011,"5,8",grass_13,0.04,"5,8",0.04,,
147,type_1_prey_90,5.280000000000011,5.480000000000011,"4,9",grass_12,0.2,"4,9",0.2,,
148,type_1_prey_90,5.430000000000011,5.590000000000011,"3,8",grass_23,0.16,"3,8",0.16,,
150,type_1_prey_90,5.490000000000012,6.010000000000011,"2,8",grass_37,0.5199999999999999,"2,8",0.5199999999999999,,
94,type_1_prey_91,2.8500000000000005,2.9700000000000006,"0,9",grass_67,0.12,"0,9",0.12,,
95,type_1_prey_91,2.920000000000001,3.120000000000001,"0,10",grass_73,0.2,"0,10",0.2,,
103,type_1_prey_91,2.7200000000000024,3.0800000000000023,"0,9",grass_67,0.36,"0,9",0.36,,
104,type_1_prey_91,3.0300000000000025,3.3900000000000023,"0,10",grass_73,0.36,"0,10",0.36,,
106,type_1_prey_91,3.2900000000000027,3.8100000000000027,"2,8",grass_37,0.5199999999999999,"2,8",0.5199999999999999,,
108,type_1_prey_91,3.710000000000003,4.110000000000003,"3,8",grass_23,0.39999999999999997,"3,8",0.39999999999999997,,
111,type_1_prey_91,3.960000000000003,4.560000000000003,"4,9",grass_12,0.6,"4,9",0.6,,
112,type_1_prey_91,4.510000000000003,4.550000000000003,"4,9",grass_12,0.04,"4,9",0.04,,
128,type_1_prey_91,3.750000000000006,5.750000000000006,"6,10",grass_95,2.0,"6,10",2.0,,
129,type_1_prey_91,5.700000000000006,5.740000000000006,"6,10",grass_95,0.04,"6,10",0.04,,
130,type_1_prey_91,5.690000000000007,5.730000000000007,"6,10",grass_95,0.04,"6,10",0.04,,
131,type_1_prey_91,5.680000000000007,5.720000000000007,"6,10",grass_95,0.04,"6,10",0.04,,
132,type_1_prey_91,5.670000000000007,5.710000000000007,"6,10",grass_95,0.04,"6,10",0.04,,
133,type_1_prey_91,5.660000000000007,5.700000000000007,"6,10",grass_95,0.04,"6,10",0.04,,
134,type_1_prey_91,5.6500000000000075,5.6900000000000075,"6,10",grass_95,0.04,"6,10",0.04,,
135,type_1_prey_91,5.640000000000008,5.680000000000008,"6,10",grass_95,0.04,"6,10",0.04,,
136,type_1_prey_91,5.630000000000008,5.670000000000008,"6,10",grass_95,0.04,"6,10",0.04,,
137,type_1_prey_91,5.620000000000008,5.660000000000008,"6,10",grass_95,0.04,"6,10",0.04,,
138,type_1_prey_91,5.610000000000008,5.650000000000008,"6,10",grass_95,0.04,"6,10",0.04,,
139,type_1_prey_91,5.6000000000000085,5.640000000000009,"6,10",grass_95,0.04,"6,10",0.04,,
140,type_1_prey_91,5.590000000000009,5.630000000000009,"6,10",grass_95,0.04,"6,10",0.04,,
141,type_1_prey_91,5.580000000000009,5.620000000000009,"6,10",grass_95,0.04,"6,10",0.04,,
142,type_1_prey_91,5.570000000000009,5.610000000000009,"6,10",grass_95,0.04,"6,10",0.04,,
143,type_1_prey_91,5.560000000000009,5.600000000000009,"6,10",grass_95,0.04,"6,10",0.04,,
144,type_1_prey_91,5.55000000000001,5.59000000000001,"6,10",grass_95,0.04,"6,10",0.04,,
145,type_1_prey_91,5.54000000000001,5.58000000000001,"6,10",grass_95,0.04,"6,10",0.04,,
146,type_1_prey_91,5.53000000000001,5.57000000000001,"6,10",grass_95,0.04,"6,10",0.04,,
147,type_1_prey_91,5.52000000000001,5.56000000000001,"6,10",grass_95,0.04,"6,10",0.04,,
148,type_1_prey_91,5.5100000000000104,5.5500000000000105,"6,10",grass_95,0.04,"6,10",0.04,,
149,type_1_prey_91,5.500000000000011,5.540000000000011,"6,10",grass_95,0.04,"6,10",0.04,,
150,type_1_prey_91,5.490000000000011,5.530000000000011,"6,10",grass_95,0.04,"6,10",0.04,,
151,type_1_prey_91,5.480000000000011,5.520000000000011,"6,10",grass_95,0.04,"6,10",0.04,,
96,type_1_prey_92,2.8000000000000007,2.8400000000000007,"24,11",grass_62,0.04,"24,11",0.04,,
98,type_1_prey_92,2.740000000000001,2.820000000000001,"24,11",grass_62,0.08,"24,11",0.08,,
101,type_1_prey_92,2.6700000000000017,2.910000000000002,"24,8",grass_50,0.24000000000000002,"24,8",0.24000000000000002,,
102,type_1_prey_92,2.860000000000002,2.900000000000002,"24,8",grass_50,0.04,"24,8",0.04,,
104,type_1_prey_92,2.8000000000000025,2.8800000000000026,"24,8",grass_50,0.08,"24,8",0.08,,
113,type_1_prey_92,2.430000000000004,2.990000000000004,"23,15",grass_36,0.5599999999999999,"23,15",0.5599999999999999,,
114,type_1_prey_92,2.9400000000000044,3.3400000000000043,"23,16",grass_66,0.39999999999999997,"23,16",0.39999999999999997,,
118,type_1_prey_92,3.140000000000005,3.580000000000005,"23,18",grass_53,0.43999999999999995,"23,18",0.43999999999999995,,
94,type_1_prey_93,2.9000000000000004,4.9,"9,4",grass_94,2.0,"9,4",2.0,,
97,type_1_prey_93,4.750000000000001,6.750000000000001,"6,3",grass_17,2.0,"6,3",2.0,,
114,type_1_prey_93,2.900000000000004,3.580000000000004,"5,5",grass_44,0.68,"5,5",0.68,,
115,type_1_prey_93,3.5300000000000042,3.5700000000000043,"5,5",grass_44,0.04,"5,5",0.04,,
121,type_1_prey_93,3.2700000000000053,3.5100000000000056,"5,5",grass_44,0.24000000000000002,"5,5",0.24000000000000002,,
132,type_1_prey_93,2.9600000000000075,3.6000000000000076,"6,3",grass_17,0.64,"6,3",0.64,,
143,type_1_prey_93,3.0500000000000096,3.3700000000000094,"12,3",grass_96,0.32,"12,3",0.32,,
146,type_1_prey_93,3.22000000000001,3.34000000000001,"12,3",grass_96,0.12,"12,3",0.12,,
147,type_1_prey_93,3.2900000000000102,3.5300000000000105,"12,2",grass_61,0.24000000000000002,"12,2",0.24000000000000002,,
148,type_1_prey_93,3.4800000000000106,3.5600000000000107,"12,3",grass_96,0.08,"12,3",0.08,,
154,type_1_prey_93,3.2600000000000118,3.7000000000000117,"9,4",grass_94,0.43999999999999995,"9,4",0.43999999999999995,,
158,type_1_prey_93,3.500000000000012,4.220000000000012,"6,3",grass_17,0.7200000000000001,"6,3",0.7200000000000001,,
160,type_1_prey_93,4.1200000000000125,4.200000000000013,"6,3",grass_17,0.08,"6,3",0.08,,
163,type_1_prey_93,4.050000000000013,4.370000000000013,"9,0",grass_26,0.32,"9,0",0.32,,
95,type_1_prey_94,2.9000000000000004,4.9,"9,0",grass_26,2.0,"9,0",2.0,,
97,type_1_prey_94,4.800000000000001,4.880000000000001,"9,0",grass_26,0.08,"9,0",0.08,,
99,type_1_prey_94,4.780000000000001,4.860000000000001,"9,0",grass_26,0.08,"9,0",0.08,,
101,type_1_prey_94,4.760000000000002,4.840000000000002,"9,0",grass_26,0.08,"9,0",0.08,,
105,type_1_prey_94,4.640000000000002,4.960000000000003,"6,3",grass_17,0.32,"6,3",0.32,,
110,type_1_prey_94,4.7100000000000035,5.310000000000003,"3,6",grass_76,0.6,"3,6",0.6,,
112,type_1_prey_94,5.2100000000000035,5.450000000000004,"2,8",grass_37,0.24000000000000002,"2,8",0.24000000000000002,,
114,type_1_prey_94,5.350000000000004,5.830000000000004,"0,8",grass_69,0.4799999999999999,"0,8",0.4799999999999999,,
115,type_1_prey_94,5.780000000000004,6.020000000000004,"0,9",grass_67,0.24000000000000002,"0,9",0.24000000000000002,,
116,type_1_prey_94,2.970000000000004,3.0500000000000043,"0,8",grass_69,0.08,"0,8",0.08,,
117,type_1_prey_94,3.0000000000000044,3.0800000000000045,"0,9",grass_67,0.08,"0,9",0.08,,
118,type_1_prey_94,3.0300000000000047,3.1100000000000048,"0,8",grass_69,0.08,"0,8",0.08,,
119,type_1_prey_94,3.060000000000005,3.140000000000005,"0,9",grass_67,0.08,"0,9",0.08,,
120,type_1_prey_94,3.090000000000005,3.1700000000000053,"0,8",grass_69,0.08,"0,8",0.08,,
121,type_1_prey_94,3.1200000000000054,3.2000000000000055,"0,9",grass_67,0.08,"0,9",0.08,,
122,type_1_prey_94,3.1500000000000057,3.7100000000000057,"0,10",grass_73,0.5599999999999999,"0,10",0.5599999999999999,,
125,type_1_prey_94,3.5600000000000063,3.6800000000000064,"0,10",grass_73,0.12,"0,10",0.12,,
126,type_1_prey_94,3.6300000000000066,3.6700000000000066,"0,10",grass_73,0.04,"0,10",0.04,,
128,type_1_prey_94,3.5700000000000065,3.8500000000000068,"2,8",grass_37,0.28,"2,8",0.28,,
130,type_1_prey_94,3.750000000000007,3.9100000000000072,"0,10",grass_73,0.16,"0,10",0.16,,
131,type_1_prey_94,3.860000000000008,4.260000000000008,"0,9",grass_67,0.39999999999999997,"0,9",0.39999999999999997,,
132,type_1_prey_94,4.210000000000008,4.530000000000008,"0,8",grass_69,0.32,"0,8",0.32,,
134,type_1_prey_94,4.430000000000009,4.590000000000009,"0,10",grass_73,0.16,"0,10",0.16,,
136,type_1_prey_94,4.490000000000009,4.570000000000009,"0,10",grass_73,0.08,"0,10",0.08,,
137,type_1_prey_94,4.520000000000009,4.76000000000001,"0,9",grass_67,0.24000000000000002,"0,9",0.24000000000000002,,
139,type_1_prey_94,4.66000000000001,4.74000000000001,"0,9",grass_67,0.08,"0,9",0.08,,
142,type_1_prey_94,4.5900000000000105,5.15000000000001,"3,6",grass_76,0.5599999999999999,"3,6",0.5599999999999999,,
144,type_1_prey_94,5.0500000000000105,5.170000000000011,"3,8",grass_23,0.12,"3,8",0.12,,
149,type_1_prey_94,4.9200000000000115,5.040000000000012,"0,9",grass_67,0.12,"0,9",0.12,,
150,type_1_prey_94,4.990000000000013,5.430000000000012,"0,8",grass_69,0.43999999999999995,"0,8",0.43999999999999995,,
151,type_1_prey_94,5.380000000000012,5.460000000000012,"0,9",grass_67,0.08,"0,9",0.08,,
152,type_1_prey_94,5.410000000000013,5.610000000000013,"0,10",grass_73,0.2,"0,10",0.2,,
97,type_1_prey_95,2.8500000000000005,2.9300000000000006,"5,8",grass_13,0.08,"5,8",0.08,,
98,type_1_prey_95,2.880000000000001,2.920000000000001,"5,8",grass_13,0.04,"5,8",0.04,,
99,type_1_prey_95,2.870000000000001,2.910000000000001,"5,8",grass_13,0.04,"5,8",0.04,,
100,type_1_prey_95,2.860000000000001,2.9000000000000012,"5,8",grass_13,0.04,"5,8",0.04,,
101,type_1_prey_95,2.8500000000000014,2.8900000000000015,"5,8",grass_13,0.04,"5,8",0.04,,
102,type_1_prey_95,2.8400000000000016,2.8800000000000017,"5,8",grass_13,0.04,"5,8",0.04,,
103,type_1_prey_95,2.830000000000002,2.870000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
104,type_1_prey_95,2.820000000000002,2.860000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
