t,consumer_id,energy_before,energy_after,position_consumer,resource_id,energy_resource,position_resource,bite_size,team_capture,predator_list
0,type_1_prey_0,2.95,4.95,"4,16",grass_75,2.0,"4,16",2.0,,
2,type_1_prey_0,4.8500000000000005,6.8500000000000005,"4,18",grass_65,2.0,"4,18",2.0,,
5,type_1_prey_0,3.700000000000001,5.700000000000001,"7,21",grass_90,2.0,"7,21",2.0,,
6,type_1_prey_0,5.650000000000001,7.650000000000001,"7,22",grass_19,2.0,"7,22",2.0,,
7,type_1_prey_0,4.600000000000001,6.600000000000001,"6,23",grass_48,2.0,"6,23",2.0,,
10,type_1_prey_0,3.450000000000002,5.450000000000002,"9,24",grass_86,2.0,"9,24",2.0,,
0,type_1_prey_1,2.95,4.95,"0,9",grass_67,2.0,"0,9",2.0,,
1,type_1_prey_1,4.9,6.9,"0,8",grass_69,2.0,"0,8",2.0,,
3,type_1_prey_1,3.8000000000000007,5.800000000000001,"2,8",grass_37,2.0,"2,8",2.0,,
4,type_1_prey_1,5.750000000000001,7.750000000000001,"3,8",grass_23,2.0,"3,8",2.0,,
5,type_1_prey_1,4.700000000000001,6.700000000000001,"4,9",grass_12,2.0,"4,9",2.0,,
6,type_1_prey_1,3.6500000000000012,5.650000000000001,"5,8",grass_13,2.0,"5,8",2.0,,
7,type_1_prey_1,5.600000000000001,5.6400000000000015,"5,8",grass_13,0.04,"5,8",0.04,,
8,type_1_prey_1,5.590000000000002,5.630000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
9,type_1_prey_1,5.580000000000002,5.620000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
10,type_1_prey_1,5.570000000000002,5.610000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
11,type_1_prey_1,5.560000000000002,5.600000000000002,"5,8",grass_13,0.04,"5,8",0.04,,
12,type_1_prey_1,5.5500000000000025,5.5900000000000025,"5,8",grass_13,0.04,"5,8",0.04,,
13,type_1_prey_1,5.540000000000003,5.580000000000003,"5,8",grass_13,0.04,"5,8",0.04,,
14,type_1_prey_1,5.530000000000003,5.890000000000003,"4,9",grass_12,0.36,"4,9",0.36,,
15,type_1_prey_1,5.840000000000003,6.280000000000003,"3,8",grass_23,0.43999999999999995,"3,8",0.43999999999999995,,
0,type_1_prey_2,2.95,4.95,"4,15",grass_3,2.0,"4,15",2.0,,
2,type_1_prey_2,4.8500000000000005,6.8500000000000005,"2,13",grass_21,2.0,"2,13",2.0,,
3,type_1_prey_2,3.8000000000000007,5.800000000000001,"2,14",grass_97,2.0,"2,14",2.0,,
4,type_1_prey_2,5.750000000000001,7.750000000000001,"3,13",grass_59,2.0,"3,13",2.0,,
6,type_1_prey_2,4.650000000000001,6.650000000000001,"5,11",grass_24,2.0,"5,11",2.0,,
7,type_1_prey_2,3.6000000000000014,3.6400000000000015,"5,11",grass_24,0.04,"5,11",0.04,,
8,type_1_prey_2,3.5900000000000016,3.6300000000000017,"5,11",grass_24,0.04,"5,11",0.04,,
9,type_1_prey_2,3.580000000000002,3.620000000000002,"5,11",grass_24,0.04,"5,11",0.04,,
10,type_1_prey_2,3.570000000000002,3.610000000000002,"5,11",grass_24,0.04,"5,11",0.04,,
12,type_1_prey_2,3.5100000000000025,3.8300000000000023,"3,13",grass_59,0.32,"3,13",0.32,,
13,type_1_prey_2,3.7800000000000025,4.180000000000002,"2,14",grass_97,0.39999999999999997,"2,14",0.39999999999999997,,
14,type_1_prey_2,4.130000000000003,4.610000000000002,"2,13",grass_21,0.4799999999999999,"2,13",0.4799999999999999,,
15,type_1_prey_2,4.560000000000002,4.680000000000002,"3,13",grass_59,0.12,"3,13",0.12,,
16,type_1_prey_2,4.630000000000003,4.750000000000003,"2,14",grass_97,0.12,"2,14",0.12,,
18,type_1_prey_2,4.650000000000003,4.850000000000003,"4,16",grass_75,0.2,"4,16",0.2,,
20,type_1_prey_2,4.7500000000000036,5.190000000000003,"3,18",grass_15,0.43999999999999995,"3,18",0.43999999999999995,,
25,type_1_prey_2,4.940000000000005,5.380000000000004,"2,13",grass_21,0.43999999999999995,"2,13",0.43999999999999995,,
26,type_1_prey_2,5.3300000000000045,5.730000000000005,"2,14",grass_97,0.39999999999999997,"2,14",0.39999999999999997,,
27,type_1_prey_2,5.680000000000005,6.160000000000005,"3,13",grass_59,0.4799999999999999,"3,13",0.4799999999999999,,
0,type_1_prey_4,2.95,4.95,"23,16",grass_66,2.0,"23,16",2.0,,
1,type_1_prey_4,4.9,6.9,"23,15",grass_36,2.0,"23,15",2.0,,
1,type_1_prey_5,2.9000000000000004,4.9,"3,21",grass_51,2.0,"3,21",2.0,,
2,type_1_prey_5,4.8500000000000005,6.8500000000000005,"2,22",grass_5,2.0,"2,22",2.0,,
4,type_1_prey_5,3.750000000000001,5.750000000000001,"1,24",grass_14,2.0,"1,24",2.0,,
6,type_1_prey_5,5.650000000000001,5.730000000000001,"0,23",grass_89,0.08,"0,23",0.08,,
7,type_1_prey_5,5.6800000000000015,5.800000000000002,"1,24",grass_14,0.12,"1,24",0.12,,
9,type_1_prey_5,5.700000000000002,5.780000000000002,"1,24",grass_14,0.08,"1,24",0.08,,
11,type_1_prey_5,5.680000000000002,6.040000000000003,"2,22",grass_5,0.36,"2,22",0.36,,
12,type_1_prey_5,2.990000000000003,3.430000000000003,"3,21",grass_51,0.43999999999999995,"3,21",0.43999999999999995,,
16,type_1_prey_5,3.2300000000000035,3.4300000000000037,"2,22",grass_5,0.2,"2,22",0.2,,
1,type_1_prey_6,2.9000000000000004,4.9,"21,12",grass_39,2.0,"21,12",2.0,,
2,type_1_prey_6,4.8500000000000005,6.8500000000000005,"21,13",grass_18,2.0,"21,13",2.0,,
5,type_1_prey_6,3.700000000000001,5.700000000000001,"23,12",grass_82,2.0,"23,12",2.0,,
6,type_1_prey_6,5.650000000000001,7.650000000000001,"24,11",grass_62,2.0,"24,11",2.0,,
9,type_1_prey_6,4.500000000000002,6.500000000000002,"24,8",grass_50,2.0,"24,8",2.0,,
20,type_1_prey_6,2.9500000000000037,3.630000000000004,"21,12",grass_39,0.68,"21,12",0.68,,
21,type_1_prey_6,3.580000000000004,4.340000000000004,"21,13",grass_18,0.7600000000000001,"21,13",0.7600000000000001,,
23,type_1_prey_6,4.240000000000005,5.1200000000000045,"23,15",grass_36,0.8800000000000002,"23,15",0.8800000000000002,,
0,type_1_prey_7,2.95,4.95,"10,13",grass_98,2.0,"10,13",2.0,,
1,type_1_prey_7,4.9,6.9,"11,12",grass_56,2.0,"11,12",2.0,,
0,type_1_prey_9,2.95,4.95,"22,5",grass_34,2.0,"22,5",2.0,,
1,type_1_prey_9,4.9,6.9,"22,6",grass_9,2.0,"22,6",2.0,,
2,type_1_prey_9,3.8500000000000005,5.8500000000000005,"23,5",grass_33,2.0,"23,5",2.0,,
4,type_1_prey_9,5.750000000000001,7.750000000000001,"24,3",grass_85,2.0,"24,3",2.0,,
7,type_1_prey_9,4.600000000000001,6.600000000000001,"23,0",grass_35,2.0,"23,0",2.0,,
8,type_1_prey_9,3.5500000000000016,5.550000000000002,"24,0",grass_43,2.0,"24,0",2.0,,
11,type_1_prey_9,5.400000000000002,5.680000000000002,"24,3",grass_85,0.28,"24,3",0.28,,
13,type_1_prey_9,5.580000000000004,6.020000000000003,"23,5",grass_33,0.43999999999999995,"23,5",0.43999999999999995,,
5,type_1_prey_10,2.8000000000000007,4.800000000000001,"3,6",grass_76,2.0,"3,6",2.0,,
7,type_1_prey_10,4.700000000000001,6.700000000000001,"1,5",grass_84,2.0,"1,5",2.0,,
12,type_1_prey_10,3.450000000000002,5.450000000000002,"1,0",grass_71,2.0,"1,0",2.0,,
13,type_1_prey_10,5.400000000000002,7.400000000000002,"0,0",grass_31,2.0,"0,0",2.0,,
18,type_1_prey_10,4.150000000000003,6.150000000000003,"5,5",grass_44,2.0,"5,5",2.0,,
26,type_1_prey_10,2.7500000000000044,2.9900000000000047,"1,5",grass_84,0.24000000000000002,"1,5",0.24000000000000002,,
2,type_1_prey_12,2.95,4.95,"9,11",grass_81,2.0,"9,11",2.0,,
2,type_1_prey_13,2.95,4.95,"21,7",grass_79,2.0,"21,7",2.0,,
3,type_1_prey_13,4.9,6.9,"20,6",grass_70,2.0,"20,6",2.0,,
5,type_1_prey_13,3.8000000000000007,5.800000000000001,"19,4",grass_1,2.0,"19,4",2.0,,
7,type_1_prey_13,5.700000000000001,7.700000000000001,"19,2",grass_68,2.0,"19,2",2.0,,
9,type_1_prey_13,4.600000000000001,6.600000000000001,"20,0",grass_58,2.0,"20,0",2.0,,
12,type_1_prey_13,3.450000000000002,3.570000000000002,"20,0",grass_58,0.12,"20,0",0.12,,
13,type_1_prey_13,3.5200000000000022,3.5600000000000023,"20,0",grass_58,0.04,"20,0",0.04,,
14,type_1_prey_13,3.5100000000000025,3.5500000000000025,"20,0",grass_58,0.04,"20,0",0.04,,
15,type_1_prey_13,3.5000000000000027,3.740000000000003,"21,0",grass_93,0.24000000000000002,"21,0",0.24000000000000002,,
18,type_1_prey_13,3.590000000000003,4.030000000000003,"23,0",grass_35,0.43999999999999995,"23,0",0.43999999999999995,,
19,type_1_prey_13,3.9800000000000035,4.4200000000000035,"24,0",grass_43,0.43999999999999995,"24,0",0.43999999999999995,,
22,type_1_prey_13,4.270000000000005,4.710000000000004,"24,3",grass_85,0.43999999999999995,"24,3",0.43999999999999995,,
24,type_1_prey_13,4.610000000000005,5.570000000000005,"22,5",grass_34,0.9600000000000003,"22,5",0.9600000000000003,,
27,type_1_prey_13,5.420000000000005,5.940000000000005,"24,8",grass_50,0.5199999999999999,"24,8",0.5199999999999999,,
6,type_1_prey_15,2.8000000000000007,4.800000000000001,"0,10",grass_73,2.0,"0,10",2.0,,
7,type_1_prey_15,4.750000000000001,5.030000000000001,"0,9",grass_67,0.28,"0,9",0.28,,
9,type_1_prey_15,4.9300000000000015,5.010000000000002,"0,9",grass_67,0.08,"0,9",0.08,,
10,type_1_prey_15,4.960000000000002,5.320000000000002,"0,8",grass_69,0.36,"0,8",0.36,,
11,type_1_prey_15,5.270000000000002,5.350000000000002,"0,9",grass_67,0.08,"0,9",0.08,,
12,type_1_prey_15,5.3000000000000025,5.540000000000003,"0,10",grass_73,0.24000000000000002,"0,10",0.24000000000000002,,
16,type_1_prey_15,5.340000000000003,5.5000000000000036,"0,10",grass_73,0.16,"0,10",0.16,,
17,type_1_prey_15,5.450000000000004,5.690000000000004,"0,9",grass_67,0.24000000000000002,"0,9",0.24000000000000002,,
18,type_1_prey_15,5.640000000000004,5.920000000000004,"0,8",grass_69,0.28,"0,8",0.28,,
19,type_1_prey_15,5.8700000000000045,5.950000000000005,"0,9",grass_67,0.08,"0,9",0.08,,
21,type_1_prey_15,5.850000000000005,5.930000000000005,"0,9",grass_67,0.08,"0,9",0.08,,
22,type_1_prey_15,5.880000000000005,6.000000000000005,"0,10",grass_73,0.12,"0,10",0.12,,
23,type_1_prey_15,2.9500000000000055,2.9900000000000055,"0,10",grass_73,0.04,"0,10",0.04,,
3,type_1_prey_16,2.95,4.95,"0,23",grass_89,2.0,"0,23",2.0,,
4,type_1_prey_16,4.9,4.94,"0,23",grass_89,0.04,"0,23",0.04,,
6,type_1_prey_16,4.840000000000001,6.840000000000001,"0,21",grass_77,2.0,"0,21",2.0,,
9,type_1_prey_16,3.6900000000000013,5.690000000000001,"3,18",grass_15,2.0,"3,18",2.0,,
12,type_1_prey_16,5.540000000000002,7.540000000000002,"6,19",grass_92,2.0,"6,19",2.0,,
3,type_1_prey_17,2.95,3.0300000000000002,"21,12",grass_39,0.08,"21,12",0.08,,
8,type_1_prey_17,2.780000000000001,4.780000000000001,"19,8",grass_29,2.0,"19,8",2.0,,
10,type_1_prey_17,4.6800000000000015,4.960000000000002,"20,6",grass_70,0.28,"20,6",0.28,,
12,type_1_prey_17,4.860000000000002,6.860000000000002,"20,4",grass_10,2.0,"20,4",2.0,,
18,type_1_prey_17,3.560000000000003,3.7600000000000033,"19,4",grass_1,0.2,"19,4",0.2,,
8,type_1_prey_18,2.750000000000001,4.750000000000001,"18,8",grass_63,2.0,"18,8",2.0,,
9,type_1_prey_18,4.700000000000001,4.740000000000001,"18,8",grass_63,0.04,"18,8",0.04,,
11,type_1_prey_18,4.6400000000000015,4.6800000000000015,"20,6",grass_70,0.04,"20,6",0.04,,
28,type_1_prey_19,1.8000000000000034,2.5200000000000036,"5,11",grass_24,0.7200000000000001,"5,11",0.7200000000000001,,
29,type_1_prey_19,2.4700000000000037,2.510000000000004,"5,11",grass_24,0.04,"5,11",0.04,,
30,type_1_prey_19,2.460000000000004,2.500000000000004,"5,11",grass_24,0.04,"5,11",0.04,,
31,type_1_prey_19,2.450000000000004,2.490000000000004,"5,11",grass_24,0.04,"5,11",0.04,,
12,type_1_prey_20,2.6000000000000014,3.0800000000000014,"4,15",grass_3,0.4799999999999999,"4,15",0.4799999999999999,,
13,type_1_prey_20,3.0300000000000016,3.5500000000000016,"4,16",grass_75,0.5199999999999999,"4,16",0.5199999999999999,,
7,type_1_prey_24,2.95,4.95,"6,10",grass_95,2.0,"6,10",2.0,,
8,type_1_prey_24,4.9,4.94,"6,10",grass_95,0.04,"6,10",0.04,,
11,type_1_prey_25,2.750000000000001,3.1100000000000008,"21,7",grass_79,0.36,"21,7",0.36,,
12,type_1_prey_25,3.060000000000001,3.100000000000001,"20,6",grass_70,0.04,"20,6",0.04,,
14,type_1_prey_25,3.0000000000000013,3.2000000000000015,"18,8",grass_63,0.2,"18,8",0.2,,
15,type_1_prey_25,3.1500000000000017,3.1900000000000017,"18,8",grass_63,0.04,"18,8",0.04,,
16,type_1_prey_25,3.140000000000002,3.180000000000002,"18,8",grass_63,0.04,"18,8",0.04,,
17,type_1_prey_25,3.130000000000002,3.170000000000002,"18,8",grass_63,0.04,"18,8",0.04,,
18,type_1_prey_25,3.1200000000000023,3.1600000000000024,"18,8",grass_63,0.04,"18,8",0.04,,
19,type_1_prey_25,3.1100000000000025,3.1500000000000026,"18,8",grass_63,0.04,"18,8",0.04,,
20,type_1_prey_25,3.1000000000000028,3.140000000000003,"18,8",grass_63,0.04,"18,8",0.04,,
8,type_1_prey_28,2.95,4.95,"21,0",grass_93,2.0,"21,0",2.0,,
9,type_1_prey_28,4.9,4.94,"21,0",grass_93,0.04,"21,0",0.04,,
11,type_1_prey_29,2.8000000000000007,2.8400000000000007,"0,8",grass_69,0.04,"0,8",0.04,,
15,type_1_prey_29,2.6400000000000015,3.1200000000000014,"2,8",grass_37,0.4799999999999999,"2,8",0.4799999999999999,,
17,type_1_prey_29,3.020000000000002,3.060000000000002,"0,10",grass_73,0.04,"0,10",0.04,,
19,type_1_prey_29,2.960000000000002,3.0400000000000023,"0,10",grass_73,0.08,"0,10",0.08,,
9,type_1_prey_30,2.9000000000000004,4.9,"16,0",grass_64,2.0,"16,0",2.0,,
10,type_1_prey_30,4.8500000000000005,6.8500000000000005,"15,0",grass_47,2.0,"15,0",2.0,,
13,type_1_prey_30,3.700000000000001,5.700000000000001,"12,1",grass_8,2.0,"12,1",2.0,,
14,type_1_prey_30,5.650000000000001,7.650000000000001,"11,2",grass_27,2.0,"11,2",2.0,,
16,type_1_prey_30,4.550000000000002,6.550000000000002,"9,0",grass_26,2.0,"9,0",2.0,,
11,type_1_prey_31,2.9000000000000004,3.3000000000000003,"22,6",grass_9,0.39999999999999997,"22,6",0.39999999999999997,,
14,type_1_prey_31,3.150000000000001,3.350000000000001,"24,8",grass_50,0.2,"24,8",0.2,,
18,type_1_prey_31,3.1500000000000017,3.6700000000000017,"23,12",grass_82,0.5199999999999999,"23,12",0.5199999999999999,,
19,type_1_prey_31,3.6200000000000014,4.1400000000000015,"24,11",grass_62,0.5199999999999999,"24,11",0.5199999999999999,,
20,type_1_prey_31,4.090000000000002,4.170000000000002,"23,12",grass_82,0.08,"23,12",0.08,,
27,type_1_prey_31,3.820000000000003,4.100000000000003,"21,12",grass_39,0.28,"21,12",0.28,,
28,type_1_prey_31,4.050000000000003,4.330000000000004,"21,13",grass_18,0.28,"21,13",0.28,,
13,type_1_prey_32,2.8000000000000007,3.040000000000001,"19,2",grass_68,0.24000000000000002,"19,2",0.24000000000000002,,
18,type_1_prey_32,2.790000000000002,3.1500000000000017,"16,0",grass_64,0.36,"16,0",0.36,,
20,type_1_prey_32,3.050000000000002,3.450000000000002,"15,0",grass_47,0.39999999999999997,"15,0",0.39999999999999997,,
25,type_1_prey_32,3.200000000000003,3.400000000000003,"15,0",grass_47,0.2,"15,0",0.2,,
26,type_1_prey_32,3.350000000000003,3.670000000000003,"16,0",grass_64,0.32,"16,0",0.32,,
27,type_1_prey_32,3.620000000000003,3.7000000000000033,"15,0",grass_47,0.08,"15,0",0.08,,
30,type_1_prey_32,3.550000000000004,3.670000000000004,"15,0",grass_47,0.12,"15,0",0.12,,
31,type_1_prey_32,3.620000000000004,3.8200000000000043,"16,0",grass_64,0.2,"16,0",0.2,,
35,type_1_prey_32,3.620000000000005,4.540000000000005,"20,4",grass_10,0.9200000000000003,"20,4",0.9200000000000003,,
37,type_1_prey_32,4.440000000000006,5.400000000000006,"19,2",grass_68,0.9600000000000003,"19,2",0.9600000000000003,,
39,type_1_prey_32,5.300000000000006,6.260000000000006,"21,0",grass_93,0.9600000000000003,"21,0",0.9600000000000003,,
45,type_1_prey_32,2.960000000000007,4.240000000000007,"23,5",grass_33,1.2800000000000005,"23,5",1.2800000000000005,,
46,type_1_prey_32,4.1900000000000075,5.470000000000008,"22,6",grass_9,1.2800000000000005,"22,6",1.2800000000000005,,
47,type_1_prey_32,5.420000000000008,6.340000000000008,"22,5",grass_34,0.9200000000000003,"22,5",0.9200000000000003,,
12,type_1_prey_33,2.9000000000000004,4.9,"12,2",grass_61,2.0,"12,2",2.0,,
13,type_1_prey_33,4.8500000000000005,6.8500000000000005,"12,3",grass_96,2.0,"12,3",2.0,,
14,type_1_prey_33,3.8000000000000007,3.8400000000000007,"12,3",grass_96,0.04,"12,3",0.04,,
18,type_1_prey_33,3.6400000000000015,3.8000000000000016,"11,2",grass_27,0.16,"11,2",0.16,,
19,type_1_prey_33,3.7500000000000018,3.950000000000002,"12,3",grass_96,0.2,"12,3",0.2,,
20,type_1_prey_33,3.9000000000000026,4.220000000000002,"12,2",grass_61,0.32,"12,2",0.32,,
21,type_1_prey_33,4.170000000000003,4.490000000000003,"12,1",grass_8,0.32,"12,1",0.32,,
23,type_1_prey_33,4.390000000000003,4.550000000000003,"12,3",grass_96,0.16,"12,3",0.16,,
24,type_1_prey_33,4.5000000000000036,4.740000000000004,"11,2",grass_27,0.24000000000000002,"11,2",0.24000000000000002,,
25,type_1_prey_33,4.690000000000004,4.770000000000004,"12,3",grass_96,0.08,"12,3",0.08,,
26,type_1_prey_33,4.720000000000004,4.960000000000004,"12,2",grass_61,0.24000000000000002,"12,2",0.24000000000000002,,
27,type_1_prey_33,4.910000000000005,5.150000000000005,"12,1",grass_8,0.24000000000000002,"12,1",0.24000000000000002,,
28,type_1_prey_33,5.100000000000005,5.260000000000005,"11,2",grass_27,0.16,"11,2",0.16,,
30,type_1_prey_33,5.1600000000000055,5.720000000000005,"9,4",grass_94,0.5599999999999999,"9,4",0.5599999999999999,,
