Cycle,Predator Population,Prey Population
1,6,8
2,6,10
3,6,10
4,6,11
5,7,10
6,7,12
7,8,12
8,8,13
9,8,13
10,9,13
11,9,12
12,9,12
13,9,12
14,9,11
15,9,11
16,9,11
17,10,10
18,10,12
19,10,13
20,10,14
21,10,14
22,10,14
23,10,16
24,10,16
25,10,16
26,10,18
27,10,17
28,11,16
29,11,16
30,11,18
31,13,14
32,13,15
33,14,12
34,15,11
35,15,10
36,15,11
37,15,11
38,15,12
39,15,12
40,14,11
41,14,12
42,14,9
43,14,9
44,14,8
45,13,8
46,13,8
47,13,8
48,13,8
49,13,8
50,13,9
51,13,9
52,14,8
53,14,9
54,14,10
55,14,9
56,15,8
57,15,8
58,14,9
59,14,10
60,14,8
61,14,8
62,14,9
63,14,8
64,14,7
65,15,4
66,15,4
67,15,4
68,15,4
69,14,4
70,14,4
71,14,3
72,14,3
73,14,2
74,14,2
75,14,1
76,14,1
77,14,1
78,14,1
79,14,1
80,13,1
81,13,1
82,13,1
83,13,1
84,13,1
85,13,1
86,13,1
87,13,1
88,13,1
89,13,1
90,13,1
91,12,1
92,12,1
93,12,1
94,12,1
95,12,1
96,12,1
97,11,1
98,11,1
99,11,1
100,10,1
101,10,1
102,10,1
103,10,1
104,10,1
105,10,1
106,10,1
107,9,1
108,9,1
109,9,1
110,9,1
111,9,1
112,9,1
113,9,1
114,9,1
115,9,1
116,9,1
117,9,1
118,8,1
119,8,1
120,6,1
121,6,1
122,6,1
123,6,1
124,6,1
125,6,1
126,6,1
127,6,1
128,6,1
129,6,1
130,5,1
131,5,1
132,2,1
133,2,1
134,2,1
135,2,1
136,2,1
137,1,1
138,1,1
139,1,1
140,1,1
141,1,1
142,1,1
143,1,0
144,6,8
