Cycle,Predator Population,Prey Population
1,6,8
2,6,9
3,6,10
4,6,12
5,6,13
6,6,15
7,6,14
8,6,17
9,6,17
10,6,18
11,6,19
12,6,19
13,6,19
14,6,20
15,6,20
16,6,20
17,7,19
18,7,19
19,8,19
20,8,19
21,8,18
22,9,17
23,9,18
24,9,19
25,9,20
26,9,19
27,10,19
28,10,19
29,10,19
30,10,18
31,10,18
32,11,16
33,12,16
34,12,16
35,11,17
36,11,15
37,13,13
38,13,14
39,13,14
40,13,14
41,13,14
42,13,15
43,14,14
44,15,13
45,15,13
46,15,13
47,15,13
48,15,13
49,15,13
50,15,14
51,15,14
52,14,14
53,14,15
54,13,15
55,13,14
56,12,12
57,12,12
58,12,13
59,12,12
60,12,13
61,13,11
62,13,11
63,13,10
64,13,10
65,13,10
66,13,10
67,13,10
68,13,10
69,13,10
70,13,10
71,13,10
72,11,10
73,11,10
74,12,9
75,12,9
76,12,9
77,12,9
78,11,9
79,11,9
80,11,8
81,11,8
82,11,7
83,11,7
84,11,7
85,11,7
86,11,7
87,11,7
88,11,7
89,11,7
90,11,7
91,11,7
92,11,7
93,11,7
94,11,7
95,11,7
96,9,7
97,9,7
98,9,7
99,9,7
100,9,7
101,9,7
102,9,6
103,9,6
104,9,6
105,9,6
106,9,6
107,9,6
108,9,6
109,8,6
110,8,6
111,8,6
112,7,6
113,7,6
114,7,6
115,6,6
116,5,5
117,5,5
118,5,5
119,5,5
120,5,5
121,5,5
122,5,5
123,5,4
124,5,4
125,5,4
126,5,4
127,5,3
128,5,3
129,5,3
130,4,3
131,4,3
132,4,3
133,4,3
134,4,3
135,4,3
136,3,3
137,2,3
138,2,2
139,2,2
140,2,2
141,2,2
142,2,2
143,2,2
144,1,2
145,1,2
146,1,2
147,1,2
148,1,2
149,1,2
150,1,2
151,1,2
152,1,2
153,0,2
154,6,8
