Cycle,Predator Population,Prey Population
1,6,8
2,6,11
3,6,9
4,6,11
5,6,10
6,6,10
7,6,12
8,6,13
9,6,15
10,6,16
11,6,18
12,7,18
13,7,18
14,7,18
15,7,18
16,7,19
17,7,19
18,7,20
19,7,19
20,7,17
21,7,17
22,7,19
23,7,20
24,7,20
25,8,20
26,9,20
27,9,20
28,9,21
29,9,21
30,9,23
31,9,23
32,9,24
33,9,22
34,9,22
35,10,21
36,10,21
37,10,21
38,10,20
39,11,20
40,11,20
41,11,22
42,12,23
43,12,23
44,13,22
45,13,21
46,13,21
47,14,19
48,14,18
49,15,18
50,15,18
51,16,17
52,16,17
53,16,17
54,17,16
55,17,17
56,17,18
57,17,18
58,17,18
59,18,13
60,18,11
61,18,11
62,18,11
63,18,12
64,18,12
65,18,12
66,18,13
67,17,14
68,17,14
69,17,14
70,17,13
71,17,15
72,17,15
73,17,14
74,16,15
75,16,15
76,17,14
77,17,15
78,17,15
79,17,16
80,18,15
81,18,13
82,18,13
83,18,15
84,18,15
85,18,15
86,18,15
87,18,15
88,18,14
89,17,14
90,17,15
91,17,15
92,17,15
93,17,15
94,15,16
95,15,17
96,15,18
97,15,19
98,15,20
99,15,19
100,15,18
101,14,20
102,14,18
103,14,18
104,13,18
105,12,17
106,12,17
107,12,17
108,12,16
109,12,17
110,12,15
111,12,15
112,13,14
113,14,13
114,13,15
115,13,14
116,13,15
117,13,16
118,13,16
119,13,16
120,14,16
121,14,16
122,14,15
123,14,14
124,14,14
125,14,14
126,14,14
127,15,12
128,15,12
129,15,12
130,15,13
131,15,14
132,15,13
133,15,13
134,15,14
135,15,13
136,15,13
137,15,12
138,15,11
139,16,10
140,16,10
141,16,10
142,17,9
143,16,9
144,16,9
145,16,9
146,16,9
147,16,9
148,16,8
149,16,9
150,16,9
151,15,9
152,15,9
153,15,10
154,14,9
155,15,8
156,15,8
157,15,8
158,15,8
159,15,8
160,15,7
161,15,7
162,14,7
163,14,7
164,14,8
165,14,7
166,14,7
167,13,8
168,13,8
169,12,9
170,12,9
171,12,8
172,12,8
173,12,9
174,13,7
175,13,7
176,13,4
177,13,3
178,13,3
179,13,3
180,12,3
181,12,3
182,13,2
183,12,2
184,12,2
185,12,2
186,12,2
187,12,2
188,12,2
189,11,2
190,10,2
191,10,2
192,10,2
193,10,2
194,10,2
195,10,2
196,10,2
197,10,2
198,10,2
199,10,2
200,10,2
201,10,2
202,10,2
203,10,2
204,10,2
205,10,2
206,10,2
207,10,2
208,9,2
209,7,2
210,7,2
211,7,2
212,7,2
213,7,2
214,7,2
215,7,2
216,7,2
217,6,2
218,6,1
219,6,1
220,6,1
221,6,1
222,6,1
223,6,1
224,6,1
225,6,1
226,6,1
227,6,1
228,6,1
229,5,1
230,5,1
231,5,1
232,5,1
233,5,1
234,5,1
235,5,1
236,5,1
237,5,1
238,5,1
239,5,1
240,5,1
241,5,1
242,5,1
243,5,1
244,5,1
245,5,1
246,5,1
247,5,1
248,5,1
249,5,1
250,3,1
251,3,1
252,2,1
253,1,1
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,1,1
261,1,1
262,1,1
263,1,1
264,1,1
265,1,1
266,0,1
267,6,8
