Cycle,Predator Population,Prey Population
1,6,7
2,6,9
3,6,10
4,6,11
5,6,12
6,6,12
7,6,13
8,6,13
9,6,14
10,6,15
11,6,16
12,6,17
13,6,17
14,6,16
15,6,16
16,6,17
17,6,19
18,6,19
19,6,20
20,6,19
21,6,20
22,6,20
23,6,23
24,6,22
25,6,24
26,6,23
27,6,24
28,6,24
29,6,24
30,6,24
31,6,24
32,7,23
33,7,22
34,7,23
35,7,22
36,7,22
37,7,22
38,7,22
39,7,24
40,7,24
41,7,23
42,7,24
43,7,24
44,7,24
45,8,23
46,8,24
47,8,23
48,8,23
49,8,22
50,8,21
51,8,22
52,9,21
53,10,20
54,10,20
55,10,21
56,10,22
57,11,22
58,11,23
59,12,22
60,12,22
61,13,23
62,13,20
63,13,19
64,13,18
65,13,18
66,14,17
67,14,17
68,14,17
69,14,17
70,14,16
71,14,16
72,14,17
73,15,16
74,15,16
75,16,17
76,16,17
77,16,17
78,16,18
79,16,18
80,16,18
81,17,18
82,18,18
83,18,18
84,18,16
85,18,16
86,18,14
87,18,15
88,18,14
89,18,15
90,18,13
91,18,13
92,18,13
93,18,14
94,18,15
95,18,15
96,17,14
97,17,16
98,17,16
99,17,17
100,17,17
101,16,17
102,16,16
103,17,15
104,17,14
105,17,15
106,18,14
107,18,16
108,17,16
109,17,15
110,16,14
111,16,14
112,16,14
113,16,14
114,16,13
115,16,13
116,16,14
117,15,15
118,14,14
119,14,15
120,13,15
121,13,15
122,13,17
123,13,16
124,13,16
125,13,17
126,14,16
127,14,17
128,16,15
129,16,15
130,16,13
131,16,13
132,16,12
133,16,12
134,16,11
135,16,11
136,16,11
137,16,12
138,15,12
139,15,13
140,15,14
141,15,15
142,15,15
143,15,15
144,15,14
145,15,13
146,15,14
147,15,14
148,15,13
149,15,14
150,15,14
151,15,14
152,14,15
153,14,14
154,14,13
155,14,13
156,14,15
157,14,15
158,14,17
159,14,17
160,16,13
161,15,13
162,15,13
163,15,12
164,15,12
165,16,11
166,17,10
167,18,9
168,18,9
169,18,8
170,18,8
171,18,8
172,17,8
173,17,9
174,17,9
175,17,9
176,17,10
177,17,11
178,17,10
179,17,11
180,16,11
181,17,9
182,17,8
183,16,8
184,17,8
185,17,8
186,17,9
187,17,9
188,16,9
189,17,9
190,17,8
191,17,8
192,18,7
193,18,7
194,18,7
195,17,7
196,17,7
197,16,8
198,15,8
199,15,7
200,14,7
201,14,7
202,14,7
203,14,8
204,14,8
205,14,8
206,13,8
207,13,7
208,13,7
209,13,6
210,13,5
211,14,4
212,14,4
213,14,4
214,14,4
215,14,4
216,13,4
217,13,5
218,13,6
219,12,6
220,12,7
221,12,7
222,13,6
223,14,5
224,13,5
225,13,5
226,13,6
227,13,6
228,13,5
229,13,6
230,13,6
231,13,6
232,12,7
233,12,6
234,12,5
235,12,5
236,11,6
237,12,5
238,12,5
239,12,6
240,12,6
241,12,6
242,12,6
243,12,6
244,12,6
245,12,5
246,11,5
247,11,5
248,11,4
249,11,4
250,11,4
251,11,4
252,11,4
253,11,4
254,11,4
255,11,4
256,11,4
257,11,4
258,10,4
259,8,4
260,8,4
261,8,4
262,8,4
263,8,3
264,8,3
265,8,3
266,8,3
267,8,3
268,7,3
269,7,3
270,7,3
271,7,3
272,7,3
273,6,3
274,6,3
275,6,3
276,6,3
277,6,3
278,6,3
279,6,3
280,6,3
281,6,3
282,6,3
283,6,3
284,6,3
285,6,3
286,5,3
287,5,3
288,5,3
289,5,3
290,5,3
291,5,3
292,5,3
293,5,3
294,5,3
295,5,3
296,4,3
297,4,3
298,4,3
299,4,3
300,4,3
301,4,3
302,3,3
303,3,3
304,2,3
305,1,3
306,1,3
307,1,3
308,1,3
309,1,3
310,1,3
311,1,3
312,1,3
313,1,3
314,1,3
315,1,3
316,1,3
317,1,3
318,1,3
319,1,3
320,1,3
321,1,3
322,1,3
323,1,2
324,1,2
325,1,2
326,1,2
327,0,2
328,6,8
