Cycle,Predator Population,Prey Population
1,6,8
2,6,12
3,6,13
4,6,14
5,6,17
6,6,18
7,6,19
8,6,18
9,6,19
10,6,19
11,6,19
12,6,20
13,6,20
14,6,19
15,6,20
16,6,21
17,6,21
18,6,24
19,6,24
20,6,24
21,6,24
22,7,22
23,8,21
24,9,20
25,9,19
26,9,19
27,9,20
28,9,22
29,9,22
30,9,23
31,9,23
32,9,20
33,11,18
34,11,17
35,10,18
36,10,18
37,11,17
38,11,17
39,11,17
40,12,16
41,12,16
42,12,16
43,12,17
44,12,17
45,13,16
46,14,15
47,14,17
48,14,17
49,14,16
50,15,16
51,15,15
52,15,14
53,15,15
54,15,15
55,16,13
56,17,10
57,16,10
58,16,10
59,16,9
60,16,9
61,16,9
62,16,9
63,16,9
64,16,10
65,16,9
66,17,9
67,17,8
68,17,7
69,18,6
70,18,5
71,18,4
72,18,5
73,18,4
74,18,3
75,17,3
76,17,4
77,18,3
78,18,4
79,18,4
80,18,4
81,18,4
82,18,4
83,18,3
84,18,4
85,18,3
86,18,2
87,18,1
88,18,1
89,18,0
90,6,8
