Cycle,Predator Population,Prey Population
1,6,8
2,6,9
3,6,10
4,6,14
5,6,16
6,6,16
7,6,17
8,6,18
9,6,18
10,6,18
11,6,18
12,6,19
13,6,19
14,6,18
15,6,18
16,6,18
17,6,19
18,7,18
19,7,19
20,7,18
21,8,17
22,8,19
23,8,17
24,8,17
25,10,15
26,11,14
27,11,14
28,11,14
29,11,16
30,11,16
31,11,16
32,11,16
33,11,15
34,11,15
35,11,14
36,11,14
37,11,14
38,11,14
39,11,14
40,12,13
41,12,12
42,12,12
43,12,13
44,12,16
45,13,16
46,15,13
47,15,13
48,15,14
49,15,15
50,16,14
51,16,14
52,16,12
53,16,12
54,16,13
55,16,14
56,17,13
57,18,12
58,18,12
59,18,13
60,17,13
61,18,12
62,18,12
63,18,10
64,18,10
65,18,10
66,18,10
67,18,9
68,18,10
69,18,10
70,17,9
71,17,9
72,17,8
73,18,7
74,18,7
75,18,7
76,18,7
77,18,6
78,18,4
79,18,4
80,18,4
81,17,4
82,17,4
83,17,4
84,17,4
85,17,5
86,17,5
87,17,5
88,17,5
89,17,6
90,17,6
91,17,4
92,15,4
93,15,4
94,14,4
95,14,5
96,13,5
97,13,5
98,13,5
99,12,5
100,11,6
101,11,5
102,11,5
103,11,5
104,11,5
105,11,5
106,11,5
107,11,5
108,11,5
109,10,5
110,9,5
111,9,5
112,9,5
113,9,6
114,9,6
115,10,5
116,10,5
117,10,5
118,10,5
119,10,5
120,10,5
121,10,6
122,10,6
123,11,5
124,12,4
125,12,5
126,11,4
127,11,4
128,11,3
129,11,3
130,10,3
131,10,3
132,10,3
133,9,4
134,9,4
135,9,4
136,10,4
137,10,4
138,10,5
139,10,5
140,10,6
141,11,7
142,11,8
143,11,9
144,11,9
145,11,8
146,11,8
147,11,8
148,12,7
149,12,7
150,13,5
151,13,5
152,13,5
153,13,5
154,13,5
155,13,6
156,14,5
157,14,5
158,13,5
159,13,4
160,13,5
161,13,5
162,13,5
163,14,4
164,14,4
165,14,4
166,14,4
167,14,4
168,14,4
169,14,4
170,14,4
171,13,4
172,13,4
173,13,4
174,13,4
175,12,5
176,11,5
177,10,5
178,9,5
179,9,4
180,9,4
181,9,4
182,9,4
183,8,4
184,8,4
185,7,4
186,7,4
187,6,4
188,6,4
189,6,4
190,6,4
191,6,4
192,6,4
193,6,4
194,6,5
195,6,5
196,6,6
197,6,6
198,5,6
199,5,6
200,5,6
201,5,6
202,5,6
203,5,6
204,4,5
205,4,5
206,4,5
207,4,5
208,4,5
209,4,6
210,4,6
211,3,7
212,2,7
213,2,7
214,2,8
215,2,9
216,2,9
217,2,9
218,2,10
219,2,10
220,2,11
221,2,12
222,2,12
223,2,12
224,2,12
225,2,14
226,2,14
227,2,15
228,2,16
229,2,16
230,2,16
231,2,16
232,2,16
233,2,16
234,2,16
235,2,15
236,2,16
237,2,16
238,2,16
239,2,16
240,2,17
241,3,16
242,3,17
243,3,17
244,3,18
245,3,18
246,3,18
247,3,20
248,3,20
249,3,20
250,3,20
251,3,21
252,3,21
253,3,21
254,3,23
255,3,24
256,3,24
257,3,24
258,4,23
259,4,23
260,4,22
261,4,22
262,4,22
263,4,22
264,4,22
265,4,23
266,4,23
267,4,23
268,4,23
269,4,23
270,5,24
271,5,24
272,5,24
273,5,24
274,5,24
275,5,24
276,4,24
277,4,24
278,4,24
279,4,24
280,4,24
281,4,24
282,4,24
283,4,24
284,4,24
285,4,24
286,4,24
287,5,23
288,5,24
289,5,24
290,5,24
291,5,24
292,5,24
293,4,24
294,4,24
295,4,23
296,4,23
297,4,23
298,4,23
299,4,24
300,4,24
301,4,24
302,4,24
303,4,24
304,4,24
305,4,24
306,5,23
307,5,24
308,5,24
309,5,24
310,5,24
311,6,23
312,6,24
313,6,23
314,6,23
315,6,23
316,6,23
317,6,23
318,6,23
319,6,22
320,6,23
321,7,22
322,7,22
323,7,20
324,7,20
325,8,20
326,8,21
327,8,21
328,8,22
329,8,22
330,8,24
331,8,24
332,8,24
333,8,24
334,8,24
335,8,24
336,8,24
337,9,24
338,9,24
339,9,24
340,9,24
341,9,24
342,9,24
343,9,24
344,10,23
345,10,24
346,10,24
347,10,24
348,10,24
349,10,23
350,10,22
351,11,22
352,11,24
353,11,24
354,12,23
355,12,23
356,12,23
357,12,23
358,12,22
359,12,23
360,11,24
361,11,24
362,11,24
363,12,22
364,12,22
365,12,23
366,12,24
367,12,24
368,12,24
369,12,24
370,12,24
371,12,23
372,13,20
373,14,18
374,13,16
375,13,17
376,13,18
377,13,18
378,13,19
379,14,18
380,14,18
381,14,18
382,14,19
383,14,19
384,14,18
385,15,19
386,14,19
387,14,19
388,14,20
389,16,18
390,16,20
391,16,20
392,17,18
393,18,17
394,18,14
395,18,13
396,18,13
397,18,14
398,18,14
399,18,12
400,18,10
401,18,10
402,18,10
403,18,9
404,18,9
405,18,9
406,18,9
407,18,9
408,17,8
409,17,9
410,17,10
411,17,10
412,17,9
413,17,9
414,17,9
415,17,9
416,17,9
417,17,9
418,18,8
419,18,9
420,17,10
421,16,11
422,16,11
423,16,11
424,14,11
425,14,12
426,14,12
427,15,11
428,14,12
429,16,10
430,17,8
431,17,8
432,18,8
433,18,7
434,18,7
435,18,7
436,18,7
437,18,8
438,18,8
439,18,8
440,18,8
441,18,7
442,18,7
443,18,6
444,18,6
445,18,6
446,18,6
447,18,6
448,18,5
449,18,5
450,18,6
451,18,6
452,18,6
453,17,7
454,17,8
455,17,8
456,18,6
457,17,5
458,17,5
459,17,5
460,17,5
461,17,5
462,15,5
463,15,5
464,13,5
465,13,5
466,13,5
467,12,5
468,12,5
469,12,5
470,12,5
471,12,5
472,12,5
473,12,5
474,12,5
475,12,5
476,12,5
477,12,6
478,12,6
479,12,6
480,11,5
481,11,5
482,11,5
483,11,5
484,11,5
485,11,4
486,11,4
487,10,4
488,10,3
489,10,3
490,10,3
491,8,3
492,8,3
493,8,3
494,8,3
495,7,3
496,7,3
497,7,3
498,7,3
499,7,3
500,7,3
501,7,4
502,7,4
503,6,5
504,6,5
505,6,5
506,6,6
507,7,4
508,7,4
509,7,4
510,7,6
511,7,6
512,7,6
513,7,6
514,7,6
515,7,6
516,8,5
517,8,5
518,8,5
519,8,5
520,8,4
521,8,4
522,8,4
523,8,4
524,8,4
525,9,3
526,9,3
527,9,3
528,9,5
529,9,4
530,9,4
531,9,4
532,9,4
533,9,4
534,9,5
535,9,7
536,9,7
537,9,5
538,9,4
539,9,4
540,9,3
541,9,3
542,9,3
543,9,4
544,9,7
545,9,7
546,10,6
547,10,6
548,10,6
549,10,6
550,9,6
551,9,6
552,9,6
553,9,5
554,9,5
555,9,5
556,8,5
557,8,5
558,8,5
559,8,5
560,7,6
561,7,6
562,7,7
563,7,8
564,7,9
565,7,8
566,7,9
567,8,10
568,8,10
569,8,11
570,7,12
571,8,11
572,8,12
573,9,9
574,9,10
575,9,10
576,9,10
577,9,12
578,10,10
579,10,10
580,10,8
581,10,8
582,11,7
583,11,7
584,11,9
585,13,8
586,14,7
587,15,5
588,15,5
589,15,5
590,15,5
591,15,5
592,15,5
593,15,3
594,15,3
595,15,3
596,15,3
597,15,3
598,15,3
599,16,2
600,16,2
601,16,1
602,15,1
603,15,1
604,15,1
605,15,1
606,14,1
607,14,1
608,14,1
609,14,1
610,14,2
611,14,2
612,14,2
613,14,2
614,14,2
615,14,3
616,14,3
617,14,4
618,14,4
619,14,4
620,12,4
621,12,5
622,11,4
623,11,4
624,10,4
625,10,3
626,10,2
627,10,2
628,10,2
629,10,2
630,10,2
631,10,2
632,10,2
633,10,3
634,10,2
635,10,2
636,10,2
637,10,2
638,10,2
639,10,3
640,9,3
641,8,4
642,8,5
643,8,5
644,7,6
645,7,6
646,7,6
647,7,7
648,6,8
649,6,9
650,6,10
651,6,9
652,5,10
653,5,11
654,5,12
655,5,11
656,5,12
657,5,13
658,5,15
659,5,16
660,5,14
661,7,12
662,8,12
663,8,11
664,7,10
665,7,11
666,7,11
667,7,11
668,7,11
669,7,12
670,8,10
671,8,9
672,8,9
673,8,9
674,8,10
675,9,9
676,9,9
677,10,8
678,10,8
679,10,9
680,10,9
681,10,11
682,10,12
683,10,11
684,10,11
685,10,10
686,10,10
687,10,10
688,12,8
689,13,8
690,13,8
691,13,8
692,14,6
693,14,6
694,15,5
695,16,4
696,16,4
697,16,5
698,16,5
699,16,5
700,16,5
701,16,5
702,16,5
703,16,5
704,16,5
705,15,5
706,15,5
707,15,5
708,15,5
709,15,5
710,15,5
711,15,5
712,15,5
713,15,5
714,15,6
715,15,6
716,15,6
717,15,6
718,14,7
719,14,7
720,14,7
721,14,7
722,14,7
723,13,7
724,12,7
725,12,6
726,12,6
727,11,6
728,9,6
729,8,6
730,7,6
731,7,6
732,7,6
733,7,6
734,7,6
735,7,6
736,7,6
737,7,6
738,7,6
739,7,6
740,6,6
741,6,6
742,6,6
743,5,6
744,4,6
745,4,6
746,4,6
747,4,6
748,4,6
749,4,6
750,3,6
751,3,6
752,3,6
753,3,6
754,3,6
755,3,6
756,3,5
757,3,5
758,3,5
759,3,5
760,3,5
761,3,5
762,2,5
763,2,5
764,2,5
765,2,5
766,2,5
767,2,5
768,2,5
769,2,5
770,2,5
771,2,5
772,2,5
773,2,5
774,2,5
775,1,5
776,1,5
777,1,5
778,1,5
779,1,5
780,1,5
781,1,5
782,0,5
783,6,8
