Step,Speed_1_Predator,Speed_2_Predator,Speed_1_Prey,Speed_2_Prey,Predator_Prop_Speed2,Prey_Prop_Speed2Avg_Age_S1_Predator,Avg_Age_S2_Predator,Avg_Age_S1_Prey,Avg_Age_S2_Prey
0,5,5,7,7,0.5,0.5,1.0,1.0,1.0,1.0
1,5,5,7,7,0.5,0.5,2.0,2.0,2.0,2.0
2,5,5,8,8,0.5,0.5,3.0,3.0,2.625,2.625
3,5,5,8,10,0.5,0.5555555555555556,4.0,4.0,3.625,2.9
4,5,5,8,12,0.5,0.6,5.0,5.0,4.625,3.25
5,5,5,9,12,0.5,0.5714285714285714,6.0,6.0,4.333333333333333,4.25
6,5,5,10,13,0.5,0.5652173913043478,7.0,7.0,4.8,4.846153846153846
7,5,5,12,15,0.5,0.5555555555555556,8.0,8.0,4.833333333333333,5.066666666666666
8,5,5,12,18,0.5,0.6,9.0,9.0,5.833333333333333,5.055555555555555
9,5,5,12,21,0.5,0.6363636363636364,10.0,10.0,6.833333333333333,5.190476190476191
10,5,5,12,21,0.5,0.6363636363636364,11.0,11.0,7.833333333333333,6.190476190476191
11,5,5,11,21,0.5,0.65625,12.0,12.0,8.545454545454545,7.190476190476191
12,5,5,11,21,0.5,0.65625,13.0,13.0,9.545454545454545,8.19047619047619
13,5,5,12,21,0.5,0.6363636363636364,14.0,14.0,9.666666666666666,9.19047619047619
14,6,5,12,21,0.45454545454545453,0.6363636363636364,12.5,15.0,9.416666666666666,9.666666666666666
15,6,5,14,21,0.45454545454545453,0.6,13.5,16.0,8.357142857142858,10.666666666666666
16,6,5,14,21,0.45454545454545453,0.6,14.5,17.0,9.357142857142858,11.666666666666666
17,6,6,13,21,0.5,0.6176470588235294,15.5,15.0,11.0,11.80952380952381
18,6,6,13,21,0.5,0.6176470588235294,16.5,16.0,12.0,12.80952380952381
19,6,6,13,21,0.5,0.6176470588235294,17.5,17.0,13.0,13.80952380952381
20,6,7,12,21,0.5384615384615384,0.6363636363636364,18.5,15.428571428571429,14.583333333333334,14.80952380952381
21,6,8,11,21,0.5714285714285714,0.65625,19.5,14.375,15.0,15.80952380952381
22,6,8,11,21,0.5714285714285714,0.65625,20.5,15.375,16.0,16.80952380952381
23,6,9,10,21,0.6,0.6774193548387096,21.5,14.555555555555555,16.9,17.80952380952381
24,6,10,10,21,0.625,0.6774193548387096,22.5,14.0,17.9,17.80952380952381
25,7,10,10,20,0.5882352941176471,0.6666666666666666,20.142857142857142,15.0,18.9,18.6
26,7,10,10,20,0.5882352941176471,0.6666666666666666,21.142857142857142,16.0,19.9,19.6
27,7,10,10,20,0.5882352941176471,0.6666666666666666,22.142857142857142,17.0,20.9,20.6
28,7,11,11,19,0.6111111111111112,0.6333333333333333,23.142857142857142,16.363636363636363,19.90909090909091,21.210526315789473
29,7,11,11,19,0.6111111111111112,0.6333333333333333,24.142857142857142,17.363636363636363,20.90909090909091,22.210526315789473
30,7,11,11,19,0.6111111111111112,0.6333333333333333,25.142857142857142,18.363636363636363,21.90909090909091,23.210526315789473
31,7,11,11,19,0.6111111111111112,0.6333333333333333,26.142857142857142,19.363636363636363,22.90909090909091,24.210526315789473
32,7,11,11,19,0.6111111111111112,0.6333333333333333,27.142857142857142,20.363636363636363,21.454545454545453,23.94736842105263
33,5,10,10,19,0.6666666666666666,0.6551724137931034,25.8,20.1,22.0,24.94736842105263
34,5,10,10,19,0.6666666666666666,0.6551724137931034,26.8,21.1,23.0,25.94736842105263
35,5,10,11,20,0.6666666666666666,0.6451612903225806,27.8,22.1,21.818181818181817,25.6
36,5,10,12,20,0.6666666666666666,0.625,28.8,23.1,20.916666666666668,26.6
37,5,10,12,19,0.6666666666666666,0.6129032258064516,29.8,24.1,21.916666666666668,27.05263157894737
38,5,10,12,19,0.6666666666666666,0.6129032258064516,30.8,25.1,22.916666666666668,28.05263157894737
39,5,10,12,19,0.6666666666666666,0.6129032258064516,31.8,26.1,23.916666666666668,29.05263157894737
40,5,10,11,19,0.6666666666666666,0.6333333333333333,32.8,27.1,23.454545454545453,30.05263157894737
41,5,10,11,19,0.6666666666666666,0.6333333333333333,33.8,28.1,24.454545454545453,31.05263157894737
42,5,10,12,19,0.6666666666666666,0.6129032258064516,34.8,29.1,23.333333333333332,32.05263157894737
43,5,10,12,19,0.6666666666666666,0.6129032258064516,35.8,30.1,24.333333333333332,33.05263157894737
44,5,10,12,21,0.6666666666666666,0.6363636363636364,36.8,31.1,25.333333333333332,30.80952380952381
45,5,10,12,21,0.6666666666666666,0.6363636363636364,37.8,32.1,26.333333333333332,31.80952380952381
46,5,10,13,21,0.6666666666666666,0.6176470588235294,38.8,33.1,25.23076923076923,32.80952380952381
47,5,10,13,21,0.6666666666666666,0.6176470588235294,39.8,34.1,26.23076923076923,31.904761904761905
48,5,10,14,21,0.6666666666666666,0.6,40.8,35.1,25.285714285714285,32.904761904761905
49,5,10,15,21,0.6666666666666666,0.5833333333333334,41.8,36.1,24.533333333333335,33.904761904761905
50,5,10,15,21,0.6666666666666666,0.5833333333333334,42.8,37.1,25.533333333333335,34.904761904761905
51,5,10,15,21,0.6666666666666666,0.5833333333333334,43.8,38.1,26.533333333333335,35.904761904761905
52,4,10,15,21,0.7142857142857143,0.5833333333333334,42.75,39.1,27.533333333333335,36.904761904761905
53,4,10,17,21,0.7142857142857143,0.5526315789473685,43.75,40.1,25.176470588235293,37.904761904761905
54,4,11,17,21,0.7333333333333333,0.5526315789473685,44.75,37.36363636363637,26.176470588235293,36.285714285714285
