Step,Speed_1_Predator,Speed_2_Predator,Speed_1_Prey,Speed_2_Prey,Predator_Prop_Speed2,Prey_Prop_Speed2Avg_Age_S1_Predator,Avg_Age_S2_Predator,Avg_Age_S1_Prey,Avg_Age_S2_Prey
0,5,0,7,0,0.0,0.0,1.0,0,1.0,0
1,5,0,7,0,0.0,0.0,2.0,0,2.0,0
2,5,0,7,0,0.0,0.0,3.0,0,3.0,0
3,5,0,9,0,0.0,0.0,4.0,0,3.111111111111111,0
4,5,0,13,0,0.0,0.0,5.0,0,2.8461538461538463,0
5,5,0,13,0,0.0,0.0,6.0,0,3.8461538461538463,0
6,5,0,15,0,0.0,0.0,7.0,0,4.2,0
7,5,0,14,0,0.0,0.0,8.0,0,5.0,0
8,5,0,16,0,0.0,0.0,9.0,0,5.25,0
9,5,0,17,0,0.0,0.0,10.0,0,5.882352941176471,0
10,5,0,18,0,0.0,0.0,11.0,0,6.5,0
11,5,0,19,0,0.0,0.0,12.0,0,7.105263157894737,0
12,6,0,21,0,0.0,0.0,10.833333333333334,0,6.9523809523809526,0
13,7,0,21,0,0.0,0.0,10.142857142857142,0,7.285714285714286,0
14,7,0,21,0,0.0,0.0,11.142857142857142,0,8.285714285714286,0
15,7,0,21,1,0.0,0.045454545454545456,12.142857142857142,0,9.285714285714286,0.0
16,7,0,21,1,0.0,0.045454545454545456,13.142857142857142,0,10.285714285714286,1.0
17,7,0,21,1,0.0,0.045454545454545456,14.142857142857142,0,11.285714285714286,2.0
18,7,0,21,2,0.0,0.08695652173913043,15.142857142857142,0,12.285714285714286,1.5
19,7,0,21,2,0.0,0.08695652173913043,16.142857142857142,0,13.285714285714286,2.5
20,7,0,21,2,0.0,0.08695652173913043,17.142857142857142,0,14.285714285714286,3.5
21,7,0,21,2,0.0,0.08695652173913043,18.142857142857142,0,15.285714285714286,4.5
22,7,0,21,3,0.0,0.125,19.142857142857142,0,16.285714285714285,3.6666666666666665
23,7,0,21,3,0.0,0.125,20.142857142857142,0,17.285714285714285,4.666666666666667
24,8,0,21,3,0.0,0.125,18.5,0,17.761904761904763,5.666666666666667
25,8,0,21,3,0.0,0.125,19.5,0,18.761904761904763,4.333333333333333
26,8,0,21,3,0.0,0.125,20.5,0,19.761904761904763,5.333333333333333
27,8,0,21,3,0.0,0.125,21.5,0,20.761904761904763,6.333333333333333
28,8,0,21,3,0.0,0.125,22.5,0,21.761904761904763,7.333333333333333
29,8,0,21,3,0.0,0.125,23.5,0,22.761904761904763,8.333333333333334
30,8,0,21,3,0.0,0.125,24.5,0,23.761904761904763,9.333333333333334
31,8,0,21,3,0.0,0.125,25.5,0,23.428571428571427,5.0
32,8,0,21,3,0.0,0.125,26.5,0,24.428571428571427,6.0
33,6,0,21,3,0.0,0.125,19.666666666666668,0,23.80952380952381,7.0
34,7,0,21,3,0.0,0.125,17.714285714285715,0,24.80952380952381,8.0
35,8,0,21,4,0.0,0.16,16.375,0,25.80952380952381,6.75
36,8,0,21,5,0.0,0.19230769230769232,17.375,0,26.80952380952381,6.2
37,8,0,21,5,0.0,0.19230769230769232,18.375,0,27.80952380952381,7.2
38,8,0,21,5,0.0,0.19230769230769232,19.375,0,28.80952380952381,8.2
39,8,0,21,5,0.0,0.19230769230769232,20.375,0,29.80952380952381,9.2
40,8,0,21,7,0.0,0.25,21.375,0,30.80952380952381,7.285714285714286
41,8,0,21,7,0.0,0.25,22.375,0,31.80952380952381,8.285714285714286
42,8,0,21,8,0.0,0.27586206896551724,23.375,0,32.80952380952381,8.125
43,8,0,21,8,0.0,0.27586206896551724,24.375,0,33.80952380952381,9.125
44,8,0,21,9,0.0,0.3,25.375,0,34.80952380952381,9.0
45,8,0,21,9,0.0,0.3,26.375,0,35.80952380952381,10.0
46,8,0,21,8,0.0,0.27586206896551724,27.375,0,36.80952380952381,11.875
47,8,0,21,8,0.0,0.27586206896551724,28.375,0,37.80952380952381,12.875
48,8,0,21,8,0.0,0.27586206896551724,29.375,0,38.80952380952381,13.875
49,8,0,21,9,0.0,0.3,30.375,0,39.80952380952381,13.222222222222221
50,9,0,21,10,0.0,0.3225806451612903,27.88888888888889,0,39.0,12.8
51,10,0,21,10,0.0,0.3225806451612903,26.0,0,40.0,13.8
52,11,0,21,11,0.0,0.34375,24.545454545454547,0,38.476190476190474,13.454545454545455
53,12,0,21,11,0.0,0.34375,23.416666666666668,0,39.476190476190474,14.454545454545455
54,13,0,21,11,0.0,0.34375,22.53846153846154,0,40.476190476190474,15.454545454545455
55,13,0,21,11,0.0,0.34375,23.53846153846154,0,39.04761904761905,13.727272727272727
56,13,0,21,11,0.0,0.34375,24.53846153846154,0,40.04761904761905,14.727272727272727
57,13,0,21,11,0.0,0.34375,25.53846153846154,0,41.04761904761905,15.727272727272727
58,12,0,21,12,0.0,0.36363636363636365,25.916666666666668,0,42.04761904761905,15.333333333333334
59,12,0,21,11,0.0,0.34375,26.916666666666668,0,43.04761904761905,16.09090909090909
60,12,0,21,11,0.0,0.34375,27.916666666666668,0,44.04761904761905,17.09090909090909
61,12,0,21,11,0.0,0.34375,28.916666666666668,0,45.04761904761905,18.09090909090909
62,12,0,21,11,0.0,0.34375,29.916666666666668,0,46.04761904761905,19.09090909090909
63,13,0,21,13,0.0,0.38235294117647056,28.53846153846154,0,44.23809523809524,17.0
64,13,0,21,13,0.0,0.38235294117647056,29.53846153846154,0,42.333333333333336,18.0
65,13,0,21,14,0.0,0.4,30.53846153846154,0,43.333333333333336,17.642857142857142
