Step,Speed_1_Predator,Speed_2_Predator,Speed_1_Prey,Speed_2_Prey,Predator_Prop_Speed2,Prey_Prop_Speed2Avg_Age_S1_Predator,Avg_Age_S2_Predator,Avg_Age_S1_Prey,Avg_Age_S2_Prey
0,5,0,7,0,0.0,0.0,1.0,0,1.0,0
1,5,0,7,0,0.0,0.0,2.0,0,2.0,0
2,5,0,7,0,0.0,0.0,3.0,0,3.0,0
3,5,0,6,0,0.0,0.0,4.0,0,4.0,0
4,5,0,7,0,0.0,0.0,5.0,0,4.285714285714286,0
5,5,0,9,0,0.0,0.0,6.0,0,4.111111111111111,0
6,5,0,10,0,0.0,0.0,7.0,0,4.6,0
7,5,0,10,0,0.0,0.0,8.0,0,5.6,0
8,5,0,11,1,0.0,0.08333333333333333,9.0,0,6.0,0.0
9,5,0,13,1,0.0,0.07142857142857142,10.0,0,5.923076923076923,1.0
10,5,0,14,1,0.0,0.06666666666666667,11.0,0,6.428571428571429,2.0
11,5,0,13,1,0.0,0.07142857142857142,12.0,0,7.076923076923077,3.0
12,5,0,14,1,0.0,0.06666666666666667,13.0,0,7.5,4.0
13,5,0,15,1,0.0,0.0625,14.0,0,7.933333333333334,5.0
14,5,0,16,2,0.0,0.1111111111111111,15.0,0,8.375,3.0
15,5,0,17,2,0.0,0.10526315789473684,16.0,0,8.823529411764707,4.0
16,5,0,18,2,0.0,0.1,17.0,0,9.277777777777779,5.0
17,5,0,20,2,0.0,0.09090909090909091,18.0,0,9.25,6.0
18,5,0,20,2,0.0,0.09090909090909091,19.0,0,10.25,7.0
19,5,0,20,3,0.0,0.13043478260869565,20.0,0,11.15,5.333333333333333
20,5,0,21,4,0.0,0.16,21.0,0,11.571428571428571,4.75
21,5,0,23,4,0.0,0.14814814814814814,22.0,0,11.478260869565217,5.75
22,5,0,24,5,0.0,0.1724137931034483,23.0,0,11.958333333333334,5.4
23,5,0,24,5,0.0,0.1724137931034483,24.0,0,12.958333333333334,6.4
24,5,0,24,6,0.0,0.2,25.0,0,13.958333333333334,6.166666666666667
25,5,0,24,6,0.0,0.2,26.0,0,14.958333333333334,7.166666666666667
26,5,0,24,6,0.0,0.2,27.0,0,15.958333333333334,8.166666666666666
27,5,0,25,6,0.0,0.1935483870967742,28.0,0,16.28,9.166666666666666
28,5,0,25,6,0.0,0.1935483870967742,29.0,0,17.28,10.166666666666666
29,5,0,26,6,0.0,0.1875,30.0,0,17.576923076923077,11.166666666666666
30,5,0,26,6,0.0,0.1875,31.0,0,18.576923076923077,12.166666666666666
31,5,0,26,6,0.0,0.1875,32.0,0,19.576923076923077,13.166666666666666
32,6,0,26,6,0.0,0.1875,27.5,0,20.192307692307693,14.166666666666666
33,4,0,25,6,0.0,0.1935483870967742,25.75,0,22.0,15.166666666666666
34,4,0,25,6,0.0,0.1935483870967742,26.75,0,23.0,16.166666666666668
35,4,0,26,7,0.0,0.21212121212121213,27.75,0,23.076923076923077,14.714285714285714
36,4,0,26,7,0.0,0.21212121212121213,28.75,0,24.076923076923077,15.714285714285714
37,4,0,26,7,0.0,0.21212121212121213,29.75,0,25.076923076923077,16.714285714285715
38,4,0,28,7,0.0,0.2,30.75,0,24.214285714285715,17.714285714285715
39,4,0,28,7,0.0,0.2,31.75,0,25.214285714285715,18.714285714285715
40,4,0,29,7,0.0,0.19444444444444445,32.75,0,25.310344827586206,19.714285714285715
41,4,0,29,7,0.0,0.19444444444444445,33.75,0,26.310344827586206,20.714285714285715
42,4,0,31,8,0.0,0.20512820512820512,34.75,0,25.548387096774192,19.0
43,4,0,33,8,0.0,0.1951219512195122,35.75,0,24.939393939393938,20.0
44,4,0,33,9,0.0,0.21428571428571427,36.75,0,25.939393939393938,18.666666666666668
45,4,0,33,9,0.0,0.21428571428571427,37.75,0,26.939393939393938,19.666666666666668
46,4,0,33,10,0.0,0.23255813953488372,38.75,0,27.939393939393938,18.6
47,4,0,33,10,0.0,0.23255813953488372,39.75,0,28.939393939393938,19.6
48,4,0,34,10,0.0,0.22727272727272727,40.75,0,29.058823529411764,20.6
49,4,0,34,10,0.0,0.22727272727272727,41.75,0,30.058823529411764,21.6
50,4,0,36,10,0.0,0.21739130434782608,42.75,0,29.333333333333332,22.6
