Cycle,Predator Population,Prey Population
1,6,8
2,6,8
3,6,12
4,6,13
5,6,14
6,6,13
7,6,13
8,6,14
9,6,15
10,6,15
11,6,15
12,6,15
13,6,15
14,6,16
15,6,15
16,6,15
17,6,16
18,6,16
19,6,17
20,6,19
21,6,20
22,6,20
23,6,20
24,6,20
25,6,21
26,6,22
27,6,22
28,6,22
29,6,22
30,6,23
31,6,23
32,6,23
33,6,24
34,6,24
35,4,24
36,4,24
37,5,24
38,5,24
39,5,24
40,5,24
41,5,24
42,5,24
43,5,24
44,5,24
45,5,24
46,5,24
47,6,23
48,6,24
49,6,24
50,6,23
51,6,24
52,6,24
53,6,24
54,6,24
55,7,24
56,8,23
57,8,23
58,8,22
59,9,21
60,10,21
61,10,21
62,10,22
63,10,22
64,10,22
65,11,21
66,12,19
67,11,19
68,11,19
69,12,20
70,12,20
71,12,22
72,13,21
73,13,22
74,13,22
75,13,22
76,14,21
77,14,21
78,14,21
79,14,20
80,15,19
81,15,18
82,15,19
83,15,19
84,15,19
85,15,18
86,15,19
87,15,18
88,15,18
89,15,19
90,15,18
91,15,18
92,15,18
93,15,18
94,15,19
95,14,19
96,14,18
97,14,18
98,14,19
99,14,19
100,14,20
101,14,21
102,14,21
103,15,20
104,15,18
105,15,16
106,15,15
107,15,15
108,15,15
109,16,14
110,17,14
111,17,14
112,17,15
113,17,15
114,17,14
115,17,13
116,17,13
117,17,12
118,17,12
119,17,12
120,17,12
121,17,12
122,17,12
123,17,12
124,18,11
125,18,11
126,16,11
127,16,11
128,16,11
129,16,10
130,16,10
131,15,11
132,15,10
133,15,11
134,15,11
135,16,10
136,16,9
137,16,8
138,16,8
139,16,7
140,16,7
141,16,8
142,16,7
143,16,6
144,15,6
145,13,6
146,12,6
147,12,6
148,12,6
149,11,7
150,10,7
151,11,6
152,11,6
153,11,6
154,11,6
155,12,5
156,11,5
157,11,5
158,11,5
159,12,4
160,12,4
161,12,4
162,11,4
163,11,4
164,12,3
165,13,2
166,13,2
167,13,2
168,13,2
169,13,2
170,12,2
171,11,2
172,11,2
173,11,2
174,11,2
175,10,2
176,10,2
177,10,2
178,10,2
179,10,2
180,10,2
181,10,2
182,10,2
183,10,2
184,10,2
185,10,2
186,9,2
187,9,2
188,9,1
189,9,1
190,8,1
191,8,1
192,8,1
193,8,1
194,6,1
195,6,1
196,6,1
197,5,1
198,5,1
199,4,1
200,3,1
201,3,1
202,3,1
203,3,1
204,3,1
205,2,1
206,2,1
207,2,0
208,6,8
