Cycle,Predator Population,Prey Population
1,6,8
2,6,9
3,6,13
4,6,14
5,6,14
6,6,14
7,6,16
8,6,16
9,6,16
10,6,17
11,6,17
12,6,17
13,7,17
14,7,17
15,7,16
16,7,16
17,7,16
18,8,15
19,8,15
20,8,15
21,8,16
22,8,16
23,8,16
24,8,17
25,8,18
26,9,17
27,9,21
28,9,22
29,9,22
30,9,22
31,10,19
32,10,21
33,10,20
34,10,20
35,9,21
36,9,21
37,9,22
38,9,23
39,9,23
40,9,21
41,9,23
42,9,23
43,9,23
44,10,21
45,11,20
46,12,20
47,12,20
48,11,19
49,11,19
50,11,19
51,11,19
52,12,18
53,12,18
54,12,18
55,12,17
56,11,17
57,11,18
58,11,18
59,11,19
60,11,19
61,11,19
62,11,19
63,11,21
64,11,22
65,11,21
66,11,22
67,11,21
68,11,20
69,11,19
70,11,20
71,12,19
72,12,19
73,13,18
74,13,18
75,13,17
76,13,16
77,13,16
78,12,16
79,11,17
80,10,17
81,9,17
82,9,18
83,9,20
84,10,20
85,10,20
86,10,19
87,9,19
88,10,20
89,10,19
90,12,17
91,13,16
92,13,16
93,13,17
94,14,16
95,15,14
96,15,13
97,15,13
98,15,13
99,15,13
100,15,13
101,15,13
102,15,13
103,15,12
104,17,11
105,17,11
106,18,9
107,18,8
108,18,9
109,18,8
110,18,7
111,18,7
112,18,6
113,18,6
114,18,6
115,18,6
116,18,6
117,18,5
118,18,4
119,17,3
120,17,3
121,17,3
122,17,3
123,16,3
124,16,3
125,16,3
126,16,3
127,16,3
128,16,3
129,15,3
130,15,3
131,15,3
132,15,3
133,15,3
134,14,3
135,14,3
136,14,3
137,14,3
138,12,3
139,10,3
140,9,3
141,8,3
142,8,3
143,8,3
144,8,3
145,8,3
146,8,3
147,8,3
148,8,3
149,8,3
150,8,3
151,8,3
152,8,3
153,8,3
154,8,3
155,8,3
156,8,3
157,8,3
158,8,3
159,8,2
160,7,2
161,6,2
162,6,2
163,6,2
164,6,2
165,6,2
166,6,2
167,5,2
168,5,2
169,5,2
170,5,2
171,5,2
172,5,1
173,5,1
174,5,1
175,5,1
176,5,1
177,5,1
178,4,1
179,4,1
180,4,1
181,4,1
182,4,1
183,4,1
184,3,1
185,3,1
186,3,1
187,3,1
188,3,1
189,3,1
190,3,1
191,3,1
192,3,1
193,3,1
194,3,1
195,3,1
196,3,1
197,3,1
198,3,1
199,3,1
200,3,1
201,3,1
202,3,1
203,3,0
204,6,8
