Cycle,Predator Population,Prey Population
1,6,8
2,6,8
3,6,10
4,6,13
5,6,12
6,6,12
7,7,12
8,7,13
9,8,12
10,8,14
11,8,14
12,8,14
13,8,14
14,10,12
15,10,12
16,10,13
17,10,13
18,10,13
19,10,13
20,10,15
21,10,14
22,10,13
23,11,12
24,11,13
25,11,14
26,11,13
27,11,14
28,11,13
29,11,11
30,11,12
31,11,12
32,12,12
33,12,13
34,13,12
35,13,11
36,13,10
37,14,10
38,14,10
39,16,8
40,17,8
41,17,7
42,16,7
43,16,6
44,15,6
45,15,7
46,15,6
47,16,5
48,16,5
49,16,5
50,16,6
51,16,7
52,16,7
53,16,7
54,16,6
55,17,6
56,17,8
57,18,6
58,18,6
59,18,6
60,18,6
61,18,6
62,18,6
63,18,6
64,18,7
65,18,7
66,18,7
67,18,7
68,17,6
69,17,6
70,17,6
71,17,7
72,16,7
73,17,5
74,17,5
75,17,5
76,17,3
77,17,3
78,17,3
79,17,3
80,17,3
81,17,3
82,16,3
83,16,3
84,16,3
85,16,3
86,16,3
87,16,3
88,14,3
89,14,3
90,14,3
91,14,3
92,13,3
93,13,3
94,13,3
95,13,3
96,13,3
97,12,3
98,12,3
99,11,3
100,11,3
101,11,3
102,11,3
103,11,3
104,10,3
105,10,3
106,8,3
107,8,3
108,7,3
109,6,3
110,6,3
111,6,3
112,6,3
113,6,3
114,6,3
115,6,3
116,5,3
117,5,3
118,4,3
119,4,3
120,4,3
121,3,3
122,3,2
123,2,2
124,2,2
125,2,2
126,2,2
127,2,2
128,2,2
129,2,2
130,2,2
131,2,2
132,2,2
133,2,2
134,2,2
135,2,2
136,1,2
137,0,2
138,6,8
