Cycle,Predator Population,Prey Population
1,6,8
2,6,10
3,6,12
4,6,12
5,6,13
6,6,13
7,6,15
8,6,16
9,6,16
10,6,17
11,6,17
12,6,14
13,6,12
14,6,11
15,6,11
16,6,12
17,6,12
18,6,13
19,6,14
20,6,15
21,6,16
22,6,17
23,6,17
24,6,17
25,6,19
26,6,19
27,6,20
28,7,21
29,7,19
30,8,19
31,8,20
32,8,19
33,8,18
34,8,19
35,7,20
36,7,21
37,8,20
38,9,19
39,10,18
40,11,17
41,11,17
42,11,18
43,11,18
44,11,19
45,11,19
46,12,18
47,12,17
48,13,15
49,13,15
50,13,15
51,13,15
52,13,14
53,13,14
54,13,13
55,13,13
56,15,11
57,15,12
58,15,12
59,16,9
60,16,9
61,16,9
62,16,10
63,17,9
64,17,8
65,17,6
66,18,5
67,18,4
68,18,3
69,18,2
70,18,2
71,18,0
72,6,8
