Cycle,Predator Population,Prey Population
1,6,8
2,6,10
3,6,11
4,6,14
5,6,15
6,6,16
7,6,17
8,6,16
9,6,17
10,6,17
11,6,16
12,6,16
13,7,15
14,7,14
15,7,14
16,7,13
17,7,13
18,7,12
19,8,11
20,9,10
21,9,11
22,9,11
23,10,9
24,10,7
25,11,6
26,11,6
27,11,7
28,12,6
29,13,5
30,13,6
31,13,6
32,13,6
33,13,6
34,13,6
35,11,6
36,11,6
37,11,6
38,11,6
39,11,6
40,11,6
41,11,5
42,11,5
43,11,5
44,11,5
45,11,5
46,11,5
47,11,5
48,11,5
49,11,5
50,11,5
51,11,5
52,11,5
53,11,5
54,11,5
55,11,5
56,11,5
57,11,5
58,10,5
59,10,5
60,9,5
61,9,5
62,9,5
63,9,5
64,7,5
65,7,5
66,7,5
67,7,5
68,7,5
69,7,5
70,7,5
71,7,5
72,7,5
73,7,5
74,7,5
75,7,5
76,7,5
77,7,5
78,7,5
79,6,5
80,5,5
81,5,5
82,5,5
83,5,5
84,5,5
85,5,5
86,5,4
87,4,4
88,4,4
89,4,4
90,4,4
91,4,4
92,4,4
93,4,4
94,4,4
95,3,4
96,3,4
97,3,4
98,3,4
99,3,4
100,3,4
101,3,4
102,3,4
103,3,4
104,3,4
105,3,4
106,2,4
107,2,3
108,2,2
109,2,2
110,1,2
111,1,2
112,0,2
113,6,8
