Cycle,Predator Population,Prey Population
1,6,8
2,6,10
3,6,11
4,6,11
5,6,12
6,6,15
7,6,17
8,6,16
9,6,17
10,6,18
11,6,17
12,6,17
13,6,17
14,6,17
15,6,17
16,6,16
17,7,15
18,7,15
19,7,15
20,7,16
21,7,17
22,7,17
23,7,17
24,7,17
25,7,19
26,7,20
27,7,21
28,8,19
29,9,18
30,9,18
31,9,17
32,10,16
33,10,17
34,10,17
35,10,16
36,10,18
37,10,19
38,11,18
39,12,17
40,12,17
41,12,16
42,13,15
43,13,16
44,13,16
45,14,12
46,14,12
47,14,12
48,14,12
49,14,12
50,14,12
51,14,12
52,14,15
53,14,16
54,14,17
55,14,17
56,14,16
57,14,17
58,16,15
59,16,13
60,16,13
61,16,13
62,17,11
63,18,10
64,18,10
65,18,10
66,18,10
67,18,9
68,18,7
69,18,6
70,18,5
71,18,5
72,18,4
73,17,3
74,17,3
75,17,3
76,17,3
77,18,2
78,18,2
79,18,2
80,18,1
81,18,1
82,17,1
83,17,1
84,17,1
85,17,1
86,17,1
87,17,1
88,17,1
89,17,1
90,17,1
91,17,1
92,17,1
93,16,1
94,16,1
95,16,1
96,15,1
97,15,1
98,14,1
99,14,1
100,14,1
101,14,1
102,13,1
103,13,1
104,12,1
105,12,1
106,12,1
107,12,1
108,12,1
109,12,1
110,12,1
111,12,1
112,11,1
113,11,1
114,11,1
115,10,1
116,10,1
117,9,1
118,9,1
119,8,1
120,8,1
121,8,1
122,7,1
123,7,1
124,6,1
125,5,1
126,5,1
127,4,1
128,4,1
129,4,1
130,4,1
131,4,1
132,4,1
133,3,1
134,3,1
135,3,1
136,3,1
137,3,1
138,3,1
139,3,1
140,3,1
141,3,1
142,3,1
143,3,1
144,3,1
145,3,1
146,3,1
147,3,1
148,3,1
149,3,1
150,2,1
151,2,1
152,2,1
153,2,1
154,2,1
155,2,1
156,2,1
157,2,1
158,2,1
159,2,0
160,6,8
