step,num_agents,num_predators,num_prey,predators,prey,rewards,cumulative_rewards,terminations,death_causes,predators_ate
485,39,15,24,[],[],{},{},{},{},[]
486,40,15,25,[],[],{},{},{},{},[]
487,39,15,24,['type_1_predator_6'],[],{},{},{},{},[]
488,37,15,22,['type_1_predator_13', 'type_1_predator_4'],[],{},{},{},{},[]
489,37,15,22,[],[],{},{},{},{},[]
490,38,15,23,[],[],{},{},{},{},[]
491,38,15,23,[],[],{},{},{},{},[]
492,40,15,25,[],[],{},{},{},{},[]
493,38,15,23,['type_1_predator_3', 'type_1_predator_8'],[],{},{},{},{},[]
494,34,15,19,['type_1_predator_12', 'type_1_predator_21', 'type_1_predator_7', 'type_1_predator_9'],[],{},{},{},{},[]
495,33,15,18,['type_1_predator_9'],[],{},{},{},{},[]
496,33,15,18,[],[],{},{},{},{},[]
497,32,14,18,['type_1_predator_3'],[],{},{},{},{},[]
498,32,15,17,['type_1_predator_10'],[],{},{},{},{},[]
499,33,15,18,[],[],{},{},{},{},[]
500,34,15,19,[],[],{},{},{},{},[]
501,35,15,20,[],[],{},{},{},{},[]
502,34,15,19,['type_1_predator_5'],[],{},{},{},{},[]
503,34,15,19,[],[],{},{},{},{},[]
504,34,15,19,[],[],{},{},{},{},[]
505,35,15,20,[],[],{},{},{},{},[]
506,36,15,21,[],[],{},{},{},{},[]
507,36,15,21,[],[],{},{},{},{},[]
508,36,15,21,[],[],{},{},{},{},[]
509,37,15,22,[],[],{},{},{},{},[]
510,38,16,22,['type_1_predator_10'],[],{},{},{},{},[]
511,37,16,21,['type_1_predator_13', 'type_1_predator_14'],[],{},{},{},{},[]
512,37,16,21,[],[],{},{},{},{},[]
513,37,16,21,[],[],{},{},{},{},[]
514,38,18,20,['type_1_predator_13', 'type_1_predator_6'],[],{},{},{},{},[]
515,38,18,20,[],[],{},{},{},{},[]
516,38,18,20,['type_1_predator_4'],[],{},{},{},{},[]
517,38,18,20,[],[],{},{},{},{},[]
518,38,19,19,['type_1_predator_8'],[],{},{},{},{},[]
519,36,19,17,['type_1_predator_1', 'type_1_predator_10'],[],{},{},{},{},[]
520,36,19,17,[],[],{},{},{},{},[]
521,37,19,18,[],[],{},{},{},{},[]
522,37,20,17,['type_1_predator_10'],[],{},{},{},{},[]
523,37,20,17,[],[],{},{},{},{},[]
524,37,20,17,['type_1_predator_17'],[],{},{},{},{},[]
525,37,20,17,[],[],{},{},{},{},[]
526,37,20,17,[],[],{},{},{},{},[]
527,37,20,17,[],[],{},{},{},{},[]
528,37,20,17,[],[],{},{},{},{},[]
529,37,20,17,[],[],{},{},{},{},[]
530,36,20,16,['type_1_predator_7'],[],{},{},{},{},[]
531,35,20,15,['type_1_predator_17'],[],{},{},{},{},[]
532,35,20,15,[],[],{},{},{},{},[]
533,35,19,16,[],[],{},{},{},{},[]
534,36,19,17,[],[],{},{},{},{},[]
535,35,18,17,['type_1_predator_8'],[],{},{},{},{},[]
536,34,19,15,['type_1_predator_1', 'type_1_predator_14'],[],{},{},{},{},[]
537,35,19,16,[],[],{},{},{},{},[]
538,34,19,15,['type_1_predator_11'],[],{},{},{},{},[]
539,34,19,15,[],[],{},{},{},{},[]
540,37,19,18,[],[],{},{},{},{},[]
541,37,19,18,[],[],{},{},{},{},[]
542,36,19,17,['type_1_predator_15'],[],{},{},{},{},[]
543,34,19,15,['type_1_predator_21', 'type_1_predator_6'],[],{},{},{},{},[]
544,35,19,16,[],[],{},{},{},{},[]
545,35,19,16,['type_1_predator_6'],[],{},{},{},{},[]
546,35,19,16,[],[],{},{},{},{},[]
547,37,19,18,[],[],{},{},{},{},[]
548,35,18,17,['type_1_predator_13', 'type_1_predator_7'],[],{},{},{},{},[]
549,35,18,17,[],[],{},{},{},{},[]
550,36,18,18,[],[],{},{},{},{},[]
551,35,18,17,['type_1_predator_18'],[],{},{},{},{},[]
552,35,18,17,[],[],{},{},{},{},[]
553,36,19,17,['type_1_predator_13'],[],{},{},{},{},[]
554,35,19,16,['type_1_predator_18', 'type_1_predator_8'],[],{},{},{},{},[]
555,35,19,16,[],[],{},{},{},{},[]
556,34,19,15,['type_1_predator_1'],[],{},{},{},{},[]
557,33,18,15,[],[],{},{},{},{},[]
558,33,18,15,[],[],{},{},{},{},[]
559,31,18,13,['type_1_predator_21', 'type_1_predator_8'],[],{},{},{},{},[]
560,30,18,12,['type_1_predator_18'],[],{},{},{},{},[]
561,30,18,12,[],[],{},{},{},{},[]
562,30,18,12,[],[],{},{},{},{},[]
563,31,18,13,[],[],{},{},{},{},[]
564,31,18,13,[],[],{},{},{},{},[]
565,30,18,12,['type_1_predator_3'],[],{},{},{},{},[]
566,29,19,10,['type_1_predator_0', 'type_1_predator_13'],[],{},{},{},{},[]
567,28,19,9,['type_1_predator_14'],[],{},{},{},{},[]
568,28,19,9,[],[],{},{},{},{},[]
569,27,19,8,['type_1_predator_14'],[],{},{},{},{},[]
570,24,17,7,[],[],{},{},{},{},[]
571,24,17,7,[],[],{},{},{},{},[]
572,24,17,7,[],[],{},{},{},{},[]
573,24,17,7,[],[],{},{},{},{},[]
574,24,17,7,[],[],{},{},{},{},[]
575,24,17,7,[],[],{},{},{},{},[]
576,23,17,6,[],[],{},{},{},{},[]
577,23,17,6,[],[],{},{},{},{},[]
578,24,17,7,[],[],{},{},{},{},[]
579,24,17,7,[],[],{},{},{},{},[]
580,24,17,7,[],[],{},{},{},{},[]
581,24,18,6,['type_1_predator_6'],[],{},{},{},{},[]
582,24,18,6,[],[],{},{},{},{},[]
583,24,18,6,[],[],{},{},{},{},[]
584,24,19,5,['type_1_predator_9'],[],{},{},{},{},[]
585,25,18,7,[],[],{},{},{},{},[]
586,25,18,7,[],[],{},{},{},{},[]
587,27,17,10,[],[],{},{},{},{},[]
588,26,16,10,[],[],{},{},{},{},[]
589,25,15,10,['type_1_predator_7'],[],{},{},{},{},[]
590,25,15,10,[],[],{},{},{},{},[]
591,26,15,11,['type_1_predator_1'],[],{},{},{},{},[]
592,26,15,11,['type_1_predator_18'],[],{},{},{},{},[]
593,27,16,11,['type_1_predator_18'],[],{},{},{},{},[]
594,25,15,10,['type_1_predator_0'],[],{},{},{},{},[]
595,25,15,10,[],[],{},{},{},{},[]
596,25,15,10,[],[],{},{},{},{},[]
597,26,15,11,[],[],{},{},{},{},[]
598,26,17,9,['type_1_predator_1', 'type_1_predator_18'],[],{},{},{},{},[]
599,25,16,9,['type_1_predator_11'],[],{},{},{},{},[]
600,23,16,7,['type_1_predator_0', 'type_1_predator_10'],[],{},{},{},{},[]
601,23,16,7,[],[],{},{},{},{},[]
602,23,17,6,['type_1_predator_18'],[],{},{},{},{},[]
603,23,17,6,[],[],{},{},{},{},[]
604,22,17,5,['type_1_predator_5'],[],{},{},{},{},[]
605,22,17,5,[],[],{},{},{},{},[]
606,22,17,5,[],[],{},{},{},{},[]
607,22,17,5,[],[],{},{},{},{},[]
608,23,17,6,[],[],{},{},{},{},[]
609,23,17,6,[],[],{},{},{},{},[]
610,22,16,6,[],[],{},{},{},{},[]
611,23,16,7,[],[],{},{},{},{},[]
612,23,16,7,[],[],{},{},{},{},[]
613,24,16,8,[],[],{},{},{},{},[]
614,24,16,8,[],[],{},{},{},{},[]
615,23,16,7,['type_1_predator_21'],[],{},{},{},{},[]
616,23,16,7,[],[],{},{},{},{},[]
617,23,16,7,[],[],{},{},{},{},[]
618,23,16,7,[],[],{},{},{},{},[]
619,24,16,8,[],[],{},{},{},{},[]
620,23,15,8,['type_1_predator_9'],[],{},{},{},{},[]
621,22,15,7,['type_1_predator_9'],[],{},{},{},{},[]
622,23,15,8,[],[],{},{},{},{},[]
623,23,15,8,[],[],{},{},{},{},[]
624,23,15,8,[],[],{},{},{},{},[]
625,23,15,8,[],[],{},{},{},{},[]
626,23,15,8,[],[],{},{},{},{},[]
627,22,14,8,[],[],{},{},{},{},[]
628,22,14,8,[],[],{},{},{},{},[]
629,23,14,9,[],[],{},{},{},{},[]
630,23,13,10,[],[],{},{},{},{},[]
631,24,13,11,['type_1_predator_7'],[],{},{},{},{},[]
632,23,12,11,[],[],{},{},{},{},[]
633,25,13,12,['type_1_predator_21'],[],{},{},{},{},[]
634,24,12,12,[],[],{},{},{},{},[]
635,25,12,13,[],[],{},{},{},{},[]
636,26,12,14,[],[],{},{},{},{},[]
637,27,12,15,[],[],{},{},{},{},[]
638,27,11,16,[],[],{},{},{},{},[]
639,27,11,16,[],[],{},{},{},{},[]
640,27,11,16,['type_1_predator_10', 'type_1_predator_9'],[],{},{},{},{},[]
641,28,11,17,[],[],{},{},{},{},[]
642,29,11,18,[],[],{},{},{},{},[]
643,28,10,18,[],[],{},{},{},{},[]
644,28,10,18,[],[],{},{},{},{},[]
645,29,10,19,[],[],{},{},{},{},[]
646,29,10,19,[],[],{},{},{},{},[]
647,29,10,19,[],[],{},{},{},{},[]
648,29,10,19,[],[],{},{},{},{},[]
649,29,10,19,[],[],{},{},{},{},[]
650,29,10,19,['type_1_predator_1'],[],{},{},{},{},[]
651,31,10,21,[],[],{},{},{},{},[]
652,31,10,21,['type_1_predator_10'],[],{},{},{},{},[]
653,30,10,20,['type_1_predator_1', 'type_1_predator_9'],[],{},{},{},{},[]
654,30,10,20,[],[],{},{},{},{},[]
655,29,10,19,['type_1_predator_1'],[],{},{},{},{},[]
656,28,10,18,['type_1_predator_0'],[],{},{},{},{},[]
657,29,10,19,[],[],{},{},{},{},[]
658,31,10,21,['type_1_predator_2'],[],{},{},{},{},[]
659,30,9,21,[],[],{},{},{},{},[]
660,30,10,20,['type_1_predator_1'],[],{},{},{},{},[]
661,31,9,22,[],[],{},{},{},{},[]
662,32,9,23,[],[],{},{},{},{},[]
663,33,10,23,['type_1_predator_0'],[],{},{},{},{},[]
664,34,10,24,[],[],{},{},{},{},[]
665,34,10,24,[],[],{},{},{},{},[]
666,36,10,26,[],[],{},{},{},{},[]
667,36,10,26,['type_1_predator_5'],[],{},{},{},{},[]
668,36,10,26,[],[],{},{},{},{},[]
669,37,10,27,[],[],{},{},{},{},[]
670,36,10,26,['type_1_predator_21'],[],{},{},{},{},[]
671,35,10,25,['type_1_predator_0'],[],{},{},{},{},[]
672,35,10,25,[],[],{},{},{},{},[]
673,35,10,25,[],[],{},{},{},{},[]
674,38,10,28,[],[],{},{},{},{},[]
675,37,10,27,['type_1_predator_3'],[],{},{},{},{},[]
676,37,10,27,[],[],{},{},{},{},[]
677,39,11,28,['type_1_predator_0', 'type_1_predator_10'],[],{},{},{},{},[]
678,38,11,27,['type_1_predator_21'],[],{},{},{},{},[]
679,38,11,27,[],[],{},{},{},{},[]
680,37,10,27,[],[],{},{},{},{},[]
681,38,10,28,[],[],{},{},{},{},[]
682,40,10,30,[],[],{},{},{},{},[]
683,40,10,30,[],[],{},{},{},{},[]
684,39,11,28,['type_1_predator_21', 'type_1_predator_5'],[],{},{},{},{},[]
685,39,11,28,[],[],{},{},{},{},[]
686,39,13,26,['type_1_predator_10', 'type_1_predator_5'],[],{},{},{},{},[]
687,40,13,27,['type_1_predator_7'],[],{},{},{},{},[]
688,39,14,25,['type_1_predator_2', 'type_1_predator_21'],[],{},{},{},{},[]
689,39,14,25,[],[],{},{},{},{},[]
690,40,14,26,[],[],{},{},{},{},[]
691,42,14,28,[],[],{},{},{},{},[]
692,42,15,27,['type_1_predator_10'],[],{},{},{},{},[]
693,42,15,27,[],[],{},{},{},{},[]
694,41,14,27,[],[],{},{},{},{},[]
695,44,14,30,[],[],{},{},{},{},[]
696,44,14,30,[],[],{},{},{},{},[]
697,43,15,28,['type_1_predator_5', 'type_1_predator_7'],[],{},{},{},{},[]
698,42,15,27,['type_1_predator_3'],[],{},{},{},{},[]
699,41,15,26,[],[],{},{},{},{},[]
700,40,15,25,['type_1_predator_7'],[],{},{},{},{},[]
701,40,15,25,[],[],{},{},{},{},[]
702,40,15,25,[],[],{},{},{},{},[]
703,40,15,25,[],[],{},{},{},{},[]
704,40,15,25,[],[],{},{},{},{},[]
705,39,15,24,['type_1_predator_0'],[],{},{},{},{},[]
706,40,16,24,['type_1_predator_5'],[],{},{},{},{},[]
707,40,16,24,[],[],{},{},{},{},[]
708,40,16,24,[],[],{},{},{},{},[]
709,41,17,24,['type_1_predator_0'],[],{},{},{},{},[]
710,41,17,24,['type_1_predator_1'],[],{},{},{},{},[]
711,38,16,22,['type_1_predator_11', 'type_1_predator_2'],[],{},{},{},{},[]
712,38,17,21,['type_1_predator_5'],[],{},{},{},{},[]
713,38,17,21,[],[],{},{},{},{},[]
714,37,17,20,['type_1_predator_0', 'type_1_predator_14'],[],{},{},{},{},[]
715,36,17,19,['type_1_predator_0', 'type_1_predator_4'],[],{},{},{},{},[]
716,35,17,18,['type_1_predator_6'],[],{},{},{},{},[]
717,34,18,16,['type_1_predator_0', 'type_1_predator_21'],[],{},{},{},{},[]
718,34,19,15,['type_1_predator_0'],[],{},{},{},{},[]
719,33,19,14,['type_1_predator_0'],[],{},{},{},{},[]
720,34,18,16,[],[],{},{},{},{},[]
721,32,19,13,['type_1_predator_0', 'type_1_predator_3', 'type_1_predator_5'],[],{},{},{},{},[]
722,32,19,13,['type_1_predator_15'],[],{},{},{},{},[]
723,32,19,13,[],[],{},{},{},{},[]
724,31,19,12,['type_1_predator_1'],[],{},{},{},{},[]
725,32,19,13,[],[],{},{},{},{},[]
726,32,18,14,[],[],{},{},{},{},[]
727,33,18,15,[],[],{},{},{},{},[]
728,33,18,15,[],[],{},{},{},{},[]
729,34,19,15,['type_1_predator_21'],[],{},{},{},{},[]
730,36,19,17,[],[],{},{},{},{},[]
731,36,19,17,[],[],{},{},{},{},[]
732,37,19,18,[],[],{},{},{},{},[]
733,36,19,17,['type_1_predator_11'],[],{},{},{},{},[]
734,35,20,15,['type_1_predator_2', 'type_1_predator_4'],[],{},{},{},{},[]
735,36,20,16,[],[],{},{},{},{},[]
736,36,21,15,['type_1_predator_2'],[],{},{},{},{},[]
737,35,21,14,['type_1_predator_18'],[],{},{},{},{},[]
738,35,21,14,['type_1_predator_1'],[],{},{},{},{},[]
739,36,21,15,[],[],{},{},{},{},[]
740,36,21,15,[],[],{},{},{},{},[]
741,37,21,16,[],[],{},{},{},{},[]
742,36,21,15,['type_1_predator_10'],[],{},{},{},{},[]
743,36,21,15,[],[],{},{},{},{},[]
744,35,21,14,['type_1_predator_3'],[],{},{},{},{},[]
745,35,21,14,[],[],{},{},{},{},[]
746,35,21,14,[],[],{},{},{},{},[]
747,35,21,14,[],[],{},{},{},{},[]
748,36,21,15,[],[],{},{},{},{},[]
749,35,21,14,['type_1_predator_14'],[],{},{},{},{},[]
750,35,21,14,[],[],{},{},{},{},[]
751,34,20,14,[],[],{},{},{},{},[]
752,33,19,14,[],[],{},{},{},{},[]
753,33,19,14,[],[],{},{},{},{},[]
754,35,19,16,[],[],{},{},{},{},[]
755,34,18,16,[],[],{},{},{},{},[]
756,33,17,16,[],[],{},{},{},{},[]
757,34,17,17,[],[],{},{},{},{},[]
758,34,16,18,[],[],{},{},{},{},[]
759,33,16,17,['type_1_predator_13'],[],{},{},{},{},[]
760,33,16,17,[],[],{},{},{},{},[]
761,33,16,17,[],[],{},{},{},{},[]
762,33,16,17,['type_1_predator_3'],[],{},{},{},{},[]
763,32,15,17,['type_1_predator_4'],[],{},{},{},{},[]
764,32,15,17,[],[],{},{},{},{},[]
765,32,15,17,[],[],{},{},{},{},[]
766,32,15,17,[],[],{},{},{},{},[]
767,33,15,18,[],[],{},{},{},{},[]
768,30,13,17,['type_1_predator_11'],[],{},{},{},{},[]
769,29,14,15,['type_1_predator_19', 'type_1_predator_2'],[],{},{},{},{},[]
770,29,15,14,['type_1_predator_3'],[],{},{},{},{},[]
771,33,15,18,[],[],{},{},{},{},[]
772,34,15,19,[],[],{},{},{},{},[]
773,35,15,20,[],[],{},{},{},{},[]
774,34,14,20,['type_1_predator_21'],[],{},{},{},{},[]
775,34,14,20,['type_1_predator_14'],[],{},{},{},{},[]
776,32,15,17,['type_1_predator_11', 'type_1_predator_14', 'type_1_predator_3'],[],{},{},{},{},[]
777,35,15,20,[],[],{},{},{},{},[]
778,35,15,20,[],[],{},{},{},{},[]
779,35,15,20,[],[],{},{},{},{},[]
780,34,15,19,['type_1_predator_7'],[],{},{},{},{},[]
781,34,14,20,[],[],{},{},{},{},[]
782,34,14,20,[],[],{},{},{},{},[]
783,34,14,20,[],[],{},{},{},{},[]
784,33,14,19,['type_1_predator_6'],[],{},{},{},{},[]
785,33,14,19,[],[],{},{},{},{},[]
786,33,15,18,['type_1_predator_11'],[],{},{},{},{},[]
787,32,15,17,['type_1_predator_8'],[],{},{},{},{},[]
788,32,15,17,[],[],{},{},{},{},[]
789,34,15,19,[],[],{},{},{},{},[]
790,34,15,19,[],[],{},{},{},{},[]
791,32,15,17,['type_1_predator_19'],[],{},{},{},{},[]
792,33,15,18,[],[],{},{},{},{},[]
793,33,15,18,['type_1_predator_8'],[],{},{},{},{},[]
794,31,15,16,['type_1_predator_1', 'type_1_predator_11'],[],{},{},{},{},[]
795,32,15,17,[],[],{},{},{},{},[]
796,31,15,16,['type_1_predator_13', 'type_1_predator_6'],[],{},{},{},{},[]
797,33,16,17,['type_1_predator_11'],[],{},{},{},{},[]
798,36,16,20,[],[],{},{},{},{},[]
799,36,16,20,['type_1_predator_1'],[],{},{},{},{},[]
800,36,16,20,[],[],{},{},{},{},[]
801,37,16,21,[],[],{},{},{},{},[]
802,37,16,21,[],[],{},{},{},{},[]
803,36,16,20,['type_1_predator_11'],[],{},{},{},{},[]
804,36,16,20,['type_1_predator_5'],[],{},{},{},{},[]
805,37,17,20,['type_1_predator_1', 'type_1_predator_5'],[],{},{},{},{},[]
806,37,19,18,['type_1_predator_11', 'type_1_predator_4', 'type_1_predator_5'],[],{},{},{},{},[]
807,37,19,18,[],[],{},{},{},{},[]
808,36,19,17,['type_1_predator_16'],[],{},{},{},{},[]
809,36,19,17,[],[],{},{},{},{},[]
810,33,17,16,['type_1_predator_12'],[],{},{},{},{},[]
811,33,17,16,[],[],{},{},{},{},[]
812,33,17,16,[],[],{},{},{},{},[]
813,33,17,16,[],[],{},{},{},{},[]
814,34,17,17,[],[],{},{},{},{},[]
815,35,17,18,[],[],{},{},{},{},[]
816,35,17,18,[],[],{},{},{},{},[]
817,36,17,19,[],[],{},{},{},{},[]
818,36,17,19,[],[],{},{},{},{},[]
819,34,15,19,[],[],{},{},{},{},[]
820,33,14,19,[],[],{},{},{},{},[]
821,34,15,19,['type_1_predator_4'],[],{},{},{},{},[]
822,35,16,19,['type_1_predator_11', 'type_1_predator_7'],[],{},{},{},{},[]
823,34,16,18,['type_1_predator_14'],[],{},{},{},{},[]
824,34,16,18,[],[],{},{},{},{},[]
825,36,16,20,[],[],{},{},{},{},[]
826,36,16,20,[],[],{},{},{},{},[]
827,38,16,22,[],[],{},{},{},{},[]
828,39,16,23,['type_1_predator_16'],[],{},{},{},{},[]
829,37,16,21,['type_1_predator_5', 'type_1_predator_8'],[],{},{},{},{},[]
830,35,15,20,['type_1_predator_11'],[],{},{},{},{},[]
831,34,15,19,['type_1_predator_19'],[],{},{},{},{},[]
832,35,15,20,[],[],{},{},{},{},[]
833,35,16,19,['type_1_predator_5'],[],{},{},{},{},[]
834,35,16,19,[],[],{},{},{},{},[]
835,34,16,18,['type_1_predator_13'],[],{},{},{},{},[]
836,34,16,18,['type_1_predator_19'],[],{},{},{},{},[]
837,34,16,18,[],[],{},{},{},{},[]
838,32,16,16,['type_1_predator_14', 'type_1_predator_15'],[],{},{},{},{},[]
839,32,17,15,['type_1_predator_15'],[],{},{},{},{},[]
840,31,17,14,['type_1_predator_16'],[],{},{},{},{},[]
841,31,17,14,['type_1_predator_16'],[],{},{},{},{},[]
842,31,17,14,['type_1_predator_13'],[],{},{},{},{},[]
843,31,17,14,[],[],{},{},{},{},[]
844,31,17,14,[],[],{},{},{},{},[]
845,30,17,13,['type_1_predator_6'],[],{},{},{},{},[]
846,30,17,13,[],[],{},{},{},{},[]
847,29,17,12,['type_1_predator_2'],[],{},{},{},{},[]
848,29,17,12,[],[],{},{},{},{},[]
849,29,17,12,[],[],{},{},{},{},[]
850,29,17,12,[],[],{},{},{},{},[]
851,29,17,12,[],[],{},{},{},{},[]
852,29,17,12,['type_1_predator_4'],[],{},{},{},{},[]
853,29,17,12,[],[],{},{},{},{},[]
854,29,17,12,[],[],{},{},{},{},[]
855,28,17,11,['type_1_predator_4'],[],{},{},{},{},[]
856,28,17,11,[],[],{},{},{},{},[]
857,28,16,12,[],[],{},{},{},{},[]
858,27,16,11,['type_1_predator_9'],[],{},{},{},{},[]
859,27,17,10,['type_1_predator_19'],[],{},{},{},{},[]
860,26,17,9,['type_1_predator_2'],[],{},{},{},{},[]
861,26,17,9,[],[],{},{},{},{},[]
862,26,17,9,[],[],{},{},{},{},[]
863,26,17,9,[],[],{},{},{},{},[]
864,27,17,10,[],[],{},{},{},{},[]
865,26,16,10,[],[],{},{},{},{},[]
866,26,16,10,[],[],{},{},{},{},[]
867,26,15,11,[],[],{},{},{},{},[]
868,25,15,10,['type_1_predator_12', 'type_1_predator_4'],[],{},{},{},{},[]
869,25,15,10,['type_1_predator_11'],[],{},{},{},{},[]
870,26,15,11,[],[],{},{},{},{},[]
871,26,15,11,[],[],{},{},{},{},[]
872,27,16,11,['type_1_predator_11'],[],{},{},{},{},[]
873,26,16,10,['type_1_predator_2'],[],{},{},{},{},[]
874,26,17,9,['type_1_predator_16'],[],{},{},{},{},[]
875,27,17,10,[],[],{},{},{},{},[]
876,28,17,11,[],[],{},{},{},{},[]
877,28,17,11,[],[],{},{},{},{},[]
878,28,17,11,['type_1_predator_2'],[],{},{},{},{},[]
879,29,18,11,['type_1_predator_4'],[],{},{},{},{},[]
880,29,18,11,['type_1_predator_14'],[],{},{},{},{},[]
881,30,18,12,[],[],{},{},{},{},[]
882,30,18,12,[],[],{},{},{},{},[]
883,30,18,12,[],[],{},{},{},{},[]
884,32,18,14,[],[],{},{},{},{},[]
885,33,18,15,[],[],{},{},{},{},[]
886,33,18,15,['type_1_predator_6'],[],{},{},{},{},[]
887,34,18,16,[],[],{},{},{},{},[]
888,34,18,16,['type_1_predator_1'],[],{},{},{},{},[]
889,33,17,16,['type_1_predator_5'],[],{},{},{},{},[]
890,33,18,15,['type_1_predator_4'],[],{},{},{},{},[]
891,33,18,15,[],[],{},{},{},{},[]
892,34,18,16,['type_1_predator_14'],[],{},{},{},{},[]
893,34,17,17,[],[],{},{},{},{},[]
894,34,17,17,[],[],{},{},{},{},[]
895,34,17,17,['type_1_predator_8'],[],{},{},{},{},[]
896,34,19,15,['type_1_predator_4', 'type_1_predator_5'],[],{},{},{},{},[]
897,33,18,15,[],[],{},{},{},{},[]
898,33,18,15,[],[],{},{},{},{},[]
899,34,18,16,[],[],{},{},{},{},[]
900,31,16,15,['type_1_predator_0'],[],{},{},{},{},[]
901,31,16,15,[],[],{},{},{},{},[]
902,30,16,14,['type_1_predator_4'],[],{},{},{},{},[]
903,31,17,14,['type_1_predator_6'],[],{},{},{},{},[]
904,31,17,14,['type_1_predator_0'],[],{},{},{},{},[]
905,32,17,15,[],[],{},{},{},{},[]
906,31,17,14,['type_1_predator_19'],[],{},{},{},{},[]
907,31,17,14,[],[],{},{},{},{},[]
908,30,16,14,[],[],{},{},{},{},[]
909,29,16,13,['type_1_predator_13'],[],{},{},{},{},[]
910,31,16,15,[],[],{},{},{},{},[]
911,30,18,12,['type_1_predator_14', 'type_1_predator_19', 'type_1_predator_5'],[],{},{},{},{},[]
912,30,18,12,[],[],{},{},{},{},[]
913,28,17,11,['type_1_predator_17'],[],{},{},{},{},[]
914,28,17,11,[],[],{},{},{},{},[]
915,28,17,11,[],[],{},{},{},{},[]
916,28,17,11,[],[],{},{},{},{},[]
917,28,16,12,[],[],{},{},{},{},[]
918,28,17,11,['type_1_predator_17'],[],{},{},{},{},[]
919,29,17,12,[],[],{},{},{},{},[]
920,29,17,12,[],[],{},{},{},{},[]
921,31,17,14,[],[],{},{},{},{},[]
922,32,17,15,[],[],{},{},{},{},[]
923,33,17,16,[],[],{},{},{},{},[]
924,33,16,17,[],[],{},{},{},{},[]
925,30,14,16,['type_1_predator_4'],[],{},{},{},{},[]
926,29,14,15,['type_1_predator_8'],[],{},{},{},{},[]
927,30,15,15,['type_1_predator_4'],[],{},{},{},{},[]
928,29,14,15,['type_1_predator_1'],[],{},{},{},{},[]
929,29,14,15,[],[],{},{},{},{},[]
930,30,14,16,[],[],{},{},{},{},[]
931,31,14,17,[],[],{},{},{},{},[]
932,32,15,17,['type_1_predator_6'],[],{},{},{},{},[]
933,33,15,18,[],[],{},{},{},{},[]
934,32,15,17,['type_1_predator_12'],[],{},{},{},{},[]
935,33,15,18,[],[],{},{},{},{},[]
936,33,15,18,[],[],{},{},{},{},[]
937,33,15,18,[],[],{},{},{},{},[]
938,35,15,20,[],[],{},{},{},{},[]
939,35,15,20,[],[],{},{},{},{},[]
940,35,15,20,[],[],{},{},{},{},[]
941,35,15,20,[],[],{},{},{},{},[]
942,36,15,21,[],[],{},{},{},{},[]
943,36,15,21,['type_1_predator_2', 'type_1_predator_7'],[],{},{},{},{},[]
944,37,15,22,[],[],{},{},{},{},[]
945,35,13,22,[],[],{},{},{},{},[]
946,34,13,21,['type_1_predator_1'],[],{},{},{},{},[]
947,34,13,21,[],[],{},{},{},{},[]
948,34,13,21,['type_1_predator_19'],[],{},{},{},{},[]
949,34,13,21,[],[],{},{},{},{},[]
950,36,13,23,['type_1_predator_14'],[],{},{},{},{},[]
951,36,14,22,['type_1_predator_7'],[],{},{},{},{},[]
952,36,14,22,['type_1_predator_4'],[],{},{},{},{},[]
953,38,15,23,['type_1_predator_14'],[],{},{},{},{},[]
954,38,15,23,[],[],{},{},{},{},[]
955,37,15,22,['type_1_predator_8'],[],{},{},{},{},[]
956,38,16,22,['type_1_predator_7'],[],{},{},{},{},[]
957,37,17,20,['type_1_predator_19', 'type_1_predator_4'],[],{},{},{},{},[]
958,35,16,19,['type_1_predator_17'],[],{},{},{},{},[]
959,36,16,20,[],[],{},{},{},{},[]
960,35,17,18,['type_1_predator_1', 'type_1_predator_14'],[],{},{},{},{},[]
961,35,17,18,[],[],{},{},{},{},[]
962,35,17,18,[],[],{},{},{},{},[]
963,35,17,18,[],[],{},{},{},{},[]
964,35,17,18,[],[],{},{},{},{},[]
965,34,18,16,['type_1_predator_1', 'type_1_predator_2'],[],{},{},{},{},[]
966,32,17,15,['type_1_predator_13'],[],{},{},{},{},[]
967,32,17,15,[],[],{},{},{},{},[]
968,34,17,17,[],[],{},{},{},{},[]
969,34,17,17,[],[],{},{},{},{},[]
970,34,18,16,['type_1_predator_19'],[],{},{},{},{},[]
971,32,19,13,['type_1_predator_13', 'type_1_predator_19', 'type_1_predator_2'],[],{},{},{},{},[]
972,32,19,13,[],[],{},{},{},{},[]
973,32,19,13,[],[],{},{},{},{},[]
974,31,18,13,[],[],{},{},{},{},[]
975,31,18,13,[],[],{},{},{},{},[]
976,31,18,13,[],[],{},{},{},{},[]
977,32,18,14,[],[],{},{},{},{},[]
978,32,18,14,[],[],{},{},{},{},[]
979,32,18,14,[],[],{},{},{},{},[]
980,33,18,15,[],[],{},{},{},{},[]
981,33,18,15,[],[],{},{},{},{},[]
982,33,17,16,[],[],{},{},{},{},[]
983,34,17,17,[],[],{},{},{},{},[]
984,34,17,17,['type_1_predator_4'],[],{},{},{},{},[]
985,34,16,18,[],[],{},{},{},{},[]
986,35,16,19,[],[],{},{},{},{},[]
987,35,15,20,[],[],{},{},{},{},[]
988,35,15,20,[],[],{},{},{},{},[]
989,36,16,20,['type_1_predator_4'],[],{},{},{},{},[]
990,37,15,22,[],[],{},{},{},{},[]
